formid,source_plugin,editor_id,quest_name,classification,stage_count,journal_stage_count,completion_stages,objective_count,evidence_summary,notes
Dragonborn.esm:02C1E9,Dragonborn.esm,DLC2SiltStriderMerchantQuest,(absent),structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:02C49E,Dragonborn.esm,DLC2EbonyWarriorQuest,The Ebony Warrior,candidate-proposed,4,3,200,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=10|100|200; completion_stages=200; objectives=2,Direct one-shot player act proposed for owner review.
Dragonborn.esm:02C8AA,Dragonborn.esm,DLC2SkaalVillageFreeform1,Skaal Village Dialogue,ambiguous-inert,6,0,350,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=6; journal_stages=none; completion_stages=350; objectives=2,"direct objectives prove necklace delivery to Runil and return to Morwen, but not the necklace's meaning; leave inert pending INFO/context."
Dragonborn.esm:03166D,Dragonborn.esm,DLC2KagrumezQST,The Kagrumez Gauntlet,candidate-and-unsafe-existing,12,1,250,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=12; journal_stages=250; completion_stages=250; objectives=1,unsafe_existing=kill_honorable_combat is not established against constructs; retain prove_by_struggle at direct s250 completion.
Dragonborn.esm:031787,Dragonborn.esm,DLC2SkaalVillageFreeform2,(absent),candidate-proposed,7,0,300,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=7; journal_stages=none; completion_stages=300; objectives=2,Direct one-shot player act proposed for owner review.
Dragonborn.esm:03216C,Dragonborn.esm,DLC2BlackBook03Quest,Black Book: Untold Legends,candidate-and-unsafe-existing,2,2,20,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=10|20; completion_stages=20; objectives=1,unsafe_existing=serve_a_daedra is not evidenced by uncovering knowledge; retain forbidden knowledge/study only.
Dragonborn.esm:03216D,Dragonborn.esm,DLC2BlackBook05Quest,Black Book: The Sallow Regent,candidate-and-unsafe-existing,2,2,20,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=10|20; completion_stages=20; objectives=1,unsafe_existing=serve_a_daedra is not evidenced by uncovering knowledge; retain forbidden knowledge/study only.
Dragonborn.esm:03216E,Dragonborn.esm,DLC2BlackBook04Quest,Black Book: The Winds of Change,candidate-and-unsafe-existing,2,2,20,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=10|20; completion_stages=20; objectives=1,unsafe_existing=serve_a_daedra is not evidenced by uncovering knowledge; retain forbidden knowledge/study only.
Dragonborn.esm:03216F,Dragonborn.esm,DLC2BlackBook06Quest,Black Book: Filament and Filigree,candidate-and-unsafe-existing,2,2,20,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=10|20; completion_stages=20; objectives=1,unsafe_existing=serve_a_daedra is not evidenced by uncovering knowledge; retain forbidden knowledge/study only.
Dragonborn.esm:032170,Dragonborn.esm,DLC2BlackBook07Quest,Black Book: The Hidden Twilight,candidate-and-unsafe-existing,2,2,20,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=10|20; completion_stages=20; objectives=1,unsafe_existing=serve_a_daedra is not evidenced by uncovering knowledge; retain forbidden knowledge/study only.
Dragonborn.esm:0327AD,Dragonborn.esm,DLC2MQ02FreaTempleSceneQuest,(absent),structural-silent,2,0,200,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=200; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:032897,Dragonborn.esm,DLC2DialogueGenericRieklings,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0331C0,Dragonborn.esm,DLC2WE09,Cultists vs Player,semantic-silent-radiant-or-template,4,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:03332A,Dragonborn.esm,DLC2RR03Priest,The Final Descent Priest,semantic-silent,2,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:03332B,Dragonborn.esm,DLC2RR03Mine,The Final Decent Mine Tracker,structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03332C,Dragonborn.esm,DLC2RR03MineCL,Raven Rock Mine Change Location,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0337F5,Dragonborn.esm,DLC2SV01Post,(absent),structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:033BB2,Dragonborn.esm,DLC2DialogueGenericDarkElf,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:033BB5,Dragonborn.esm,DLC2DialogueGenericCommandedDarkElf,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:033BB6,Dragonborn.esm,DLC2DialogueGenericFriendlyHitDarkElf,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:033BB7,Dragonborn.esm,DLC2DialogueRelationshipGenericDarkElf,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:033C89,Dragonborn.esm,DLC2MerchDialogue,Shady Merchant's Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:033D8C,Dragonborn.esm,CreatureDialogueAshGhoul,CreatureDialogueAshGhoul,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:034025,Dragonborn.esm,DLC2WESL01,Torkild (WB01),structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0347FC,Dragonborn.esm,DLC2RRAnyLocScene18,Raven Rock Any Location Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0347FE,Dragonborn.esm,DLC2RRAnyLocScene19,Raven Rock Any Location Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:034800,Dragonborn.esm,DLC2RRAnyLocScene20,Raven Rock Any Location Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:034802,Dragonborn.esm,DLC2RRAnyLocScene21,Raven Rock Any Location Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:034E60,Dragonborn.esm,DLC2DialogueCultists,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:034FB6,Dragonborn.esm,DLC2CreatureDialogueWerebear,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:035440,Dragonborn.esm,DLC2MQ03B,Cleansing the Stones,candidate-and-unsafe-existing,11,2,200,4,direct_mcp_review=ok; source=Dragonborn.esm; stages=11; journal_stages=5|200; completion_stages=200; objectives=4,unsafe_existing=uphold_law_justice is unsupported; direct s200 supports cleansing sacred stones and freeing Solstheim.
Dragonborn.esm:03546D,Dragonborn.esm,DLC2CultistAmbush,(absent),structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:035E2F,Dragonborn.esm,DLC2dunFrostmoonQSTMisc,(absent),semantic-silent-radiant-or-template,4,0,,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=none; objectives=2,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:0362B9,Dragonborn.esm,DLC2WE10,Dragon vs Player,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03661B,Dragonborn.esm,DLC2dunHaknirTreasureQSTMisc,(absent),semantic-silent-radiant-or-template,2,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:03724A,Dragonborn.esm,DLC2WE11,Morgrul Attack,structural-silent,4,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:037560,Dragonborn.esm,DLC2dunHrodulf,Hrodulf's Madness,structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0383B3,Dragonborn.esm,DLC2DamphallMine01SceneQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:038423,Dragonborn.esm,DLC2AshSpawnAttack,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03854C,Dragonborn.esm,DLC2MQ07,(absent),structural-silent,7,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=7; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:038566,Dragonborn.esm,DLC2HirelingQuest,DLC2 Hireling Quest,structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:038C07,Dragonborn.esm,DLC2RieklingRescue,Rieklings to the Rescue,structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:038EBF,Dragonborn.esm,DLC2ThirskFFElmus,Elmus Favor Quest,candidate-proposed,6,0,200|205,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=6; journal_stages=none; completion_stages=200|205; objectives=1,Direct one-shot player act proposed for owner review.
Dragonborn.esm:038EC4,Dragonborn.esm,DLC2ThirskFFElmusBack,Elmus Favor Quest,candidate-proposed,6,0,200|205,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=6; journal_stages=none; completion_stages=200|205; objectives=1,Direct one-shot player act proposed for owner review.
Dragonborn.esm:038FB0,Dragonborn.esm,DLC2dunHaknirQSTIncreaseLevel,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:038FB1,Dragonborn.esm,DLC2CultistOrdersQuestObjectHandler,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:038FBB,Dragonborn.esm,DLC2ThirskFFHilund,Hilund Favor Quest,candidate-proposed,5,0,200|205,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=200|205; objectives=1,Direct one-shot player act proposed for owner review.
Dragonborn.esm:038FBC,Dragonborn.esm,DLC2ThirskFFHalbarn,Halbarn Favor Quest,candidate-and-unsafe-existing,5,0,200|205,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=200|205; objectives=1,"unsafe_existing=master_craft_forge is Halbarn's future act, not the player's; retain delivery labor/service only."
Dragonborn.esm:03923B,Dragonborn.esm,DLC2WE12,Frossel Bandit,structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03971F,Dragonborn.esm,DLC2WE13,Arguing about Haknir,structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:0398A3,Dragonborn.esm,DLC2WE14,Frostmoon Invitation,structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:039A77,Dragonborn.esm,DLC2WE15,Netch Hunting Party,structural-silent,4,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03A317,Dragonborn.esm,DLC2TelMithrynDrovasNelothScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03A319,Dragonborn.esm,DLC2TelMithrynDrovasNelothScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03A31B,Dragonborn.esm,DLC2TelMithrynDrovasTalvasScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03A31D,Dragonborn.esm,DLC2TelMithrynDrovasTalvasScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03A31F,Dragonborn.esm,DLC2TelMithrynDrovasElyneaScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03A321,Dragonborn.esm,DLC2TelMithrynDrovasElyneaScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03A35E,Dragonborn.esm,DLC2Book01PuzzleQST,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03A4CB,Dragonborn.esm,DLC2DialogueGenericHunter,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:03D47C,Dragonborn.esm,CreatureDialogueSeeker,CreatureDialogueSeeker,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:01F142,Dragonborn.esm,MS06PotemasCatacombsDungeon,(absent),structural-silent,4,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:023EE4,Dragonborn.esm,WICastMagic04,Shout - learn about word wall,semantic-silent-radiant-or-template,4,0,200,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=200; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Skyrim.esm:035D56,Dragonborn.esm,MQkillDragon,(absent),structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:06F211,Dragonborn.esm,WIChangeLocation04,Magic Student,semantic-silent-radiant-or-template,5,0,,1,direct_mcp_review=ok; source=Dragonborn.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
