work_id,scope,audit_tranche,audit_shard,risk_priority,formid,editor_id,canonical_source_plugin,direct_read,classification,deep_read,owner_verdict,tagged_rows,crossgen,promoted,post_readback,notes
COREQ-1290,core,V02,V02-03,standard,Skyrim.esm:0AA0B3,DialogueRiftenSS01,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1291,core,V02,V02-03,standard,Skyrim.esm:0AA5D6,dunLiarsRetreatQST,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1292,core,V02,V02-03,standard,Skyrim.esm:0AA9A9,MS07Rumor,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1293,core,V02,V02-03,standard,Skyrim.esm:0AB3F7,WICommentMagicDangerous,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1294,core,V02,V02-04,standard,Skyrim.esm:0AB3FA,WICastMagic02,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1295,core,V02,V02-04,standard,Skyrim.esm:0ABD94,PerkInvestor,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1296,core,V02,V02-04,standard,Skyrim.esm:0ABF3A,CreatureDialogueAtronachStorm,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1297,core,V02,V02-04,standard,Skyrim.esm:0AC9BF,WESharedDialogue,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1298,core,V02,V02-04,standard,Skyrim.esm:0AC9D1,TGStatus,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1299,core,V02,V02-04,standard,Skyrim.esm:0AD39C,CompanionsBrawlingQuest,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1300,core,V02,V02-04,standard,Skyrim.esm:0AD39D,C04JorrvaskrCommotion,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1301,core,V02,V02-04,standard,Skyrim.esm:0AD7AD,WICommentDiseased,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1302,core,V02,V02-04,standard,Skyrim.esm:0AD8E1,DialogueMorthalFalionsHouseScene04,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1303,core,V02,V02-04,standard,Skyrim.esm:0AD907,DialogueMorthalHighmoonHallScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1304,core,V02,V02-04,standard,Skyrim.esm:0AD90B,DialogueMorthalHighmoonHallScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1305,core,V02,V02-04,standard,Skyrim.esm:0AD94A,DialogueMorthalHighmoonHallScene03,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1306,core,V02,V02-04,standard,Skyrim.esm:0AD953,DialogueMorthalHighmoonHallScene04,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1307,core,V02,V02-04,standard,Skyrim.esm:0ADC8C,WIKill05,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1308,core,V02,V02-04,standard,Skyrim.esm:0ADFE7,dunValtheimKeepQST,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1309,core,V02,V02-04,standard,Skyrim.esm:0AE014,dunBardsLeapSummitQST,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1310,core,V02,V02-04,standard,Skyrim.esm:0AE77E,DialogueWhistlingMine,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1311,core,V02,V02-04,standard,Skyrim.esm:0AEC22,DA11IntroScene,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1312,core,V02,V02-04,standard,Skyrim.esm:0AEDDE,DialogueMorthalHighmoonHallScene05,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1313,core,V02,V02-04,standard,Skyrim.esm:0AEDE7,DialogueMorthalHighmoonHallScene06,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1314,core,V02,V02-04,standard,Skyrim.esm:0AEEA4,DialogueMorthalHighmoonHallScene07,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1315,core,V02,V02-04,standard,Skyrim.esm:0AEECF,DialogueMorthalMoorsideScene05,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1316,core,V02,V02-04,standard,Skyrim.esm:0AEED4,DialogueMorthalMoorsideScene06,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1317,core,V02,V02-04,standard,Skyrim.esm:0AEF91,C03AelaRadiantKicker,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1318,core,V02,V02-04,standard,Skyrim.esm:0AF75F,MS01IntroWorldScene,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1319,core,V02,V02-04,standard,Skyrim.esm:0AF772,DialogueMarkarthSmelterOmluagHathrasil03,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1320,core,V02,V02-04,standard,Skyrim.esm:0B021F,DialogueMarkarthDragonsSmelterScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1321,core,V02,V02-04,standard,Skyrim.esm:0B0221,DialogueMarkarthDragonsMarketScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1322,core,V02,V02-04,standard,Skyrim.esm:0B0223,DialogueMarkarthDragonsKeepImperialScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1323,core,V02,V02-04,standard,Skyrim.esm:0B0225,DialogueMarkarthDragonsKeepStormcloakScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1324,core,V02,V02-04,standard,Skyrim.esm:0B026D,FavorJobsDrunks,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1325,core,V02,V02-04,standard,Skyrim.esm:0B0270,FavorJobsDrunksScene,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1326,core,V02,V02-04,standard,Skyrim.esm:0B03A2,TGBan,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner-approved; post_promotion_direct_readback=ok; canonical_source=Skyrim.esm; formkey=0B03A2:Skyrim.esm; stage=200; route=200:Fragment_4; tier_bc_runtime_verify=not-needed; crossgen=ok; promotion=ok; compile=ok. Zero-candidate outcome intentionally emits no reaction cells because no current deity profile consumes its approved tag combination.
COREQ-1327,core,V02,V02-04,standard,Skyrim.esm:0B0F5B,dunLostValleyRedoubtQST,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1328,core,V02,V02-04,standard,Skyrim.esm:0B113D,DialogueWinterholdInnSceneINITIAL,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1329,core,V02,V02-04,standard,Skyrim.esm:0B1179,WEJS01,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1330,core,V02,V02-04,standard,Skyrim.esm:0B18E1,DA02ChangeLoc,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1331,core,V02,V02-04,standard,Skyrim.esm:0B1C79,WERJ01,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1332,core,V02,V02-04,standard,Skyrim.esm:0B2174,DialogueWinterholdInitialScene,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1333,core,V02,V02-04,standard,Skyrim.esm:0B2976,TGPre,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1334,core,V02,V02-04,standard,Skyrim.esm:0B2FD9,SolitudeOpening,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1335,core,V02,V02-04,standard,Skyrim.esm:0B31E6,TGPost,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1336,core,V02,V02-04,standard,Skyrim.esm:0B3233,MGRitual02,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner-approved; post_promotion_direct_readback=ok; canonical_source=Skyrim.esm; formkey=0B3233:Skyrim.esm; stage=200; route=200:Fragment_1; tier_bc_runtime_verify=not-needed; crossgen=ok; promotion=ok; compile=ok.
COREQ-1337,core,V02,V02-04,standard,Skyrim.esm:0B3240,DialogueWinterholdCollegeGHallScene06,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1338,core,V02,V02-04,standard,Skyrim.esm:0B3242,DialogueWinterholdCollegeDormitoryScene10,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1339,core,V02,V02-04,standard,Skyrim.esm:0B3248,DialogueWinterholdCollegeDormitoryScene11,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1340,core,V02,V02-04,standard,Skyrim.esm:0B328F,WEDLVigilOfStendarr01,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1341,core,V02,V02-04,standard,Skyrim.esm:0B3293,DialogueGenericVigilantsOfStendarr,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1342,core,V02,V02-04,standard,Skyrim.esm:0B329E,WEDLVigilOfStendarr02,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1343,core,V02,V02-04,standard,Skyrim.esm:0B32D6,WEDLVigilOfStendarr03,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1344,core,V02,V02-04,standard,Skyrim.esm:0B32F2,WEDLVigilOfStendarr04,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1345,core,V02,V02-04,standard,Skyrim.esm:0B3991,MQResurrectDragon,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1346,core,V02,V02-04,standard,Skyrim.esm:0B3B1C,DA15Paranoia,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1347,core,V02,V02-04,standard,Skyrim.esm:0B3B1D,DA15Terror,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1348,core,V02,V02-04,standard,Skyrim.esm:0B3B44,DA15Loathing,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1349,core,V02,V02-04,standard,Skyrim.esm:0B3E08,C03PostQuest,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1350,core,V02,V02-04,standard,Skyrim.esm:0B3E56,DA02GuardWarn,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1351,core,V02,V02-04,standard,Skyrim.esm:0B48FB,DA02DeadBody,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1352,core,V02,V02-04,standard,Skyrim.esm:0B5D41,WEJS02,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1353,core,V02,V02-04,standard,Skyrim.esm:0B5D46,WEJS03,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1354,core,V02,V02-04,standard,Skyrim.esm:0B5D5E,WEJS04,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1355,core,V02,V02-04,standard,Skyrim.esm:0B5D5F,WEJS09,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1356,core,V02,V02-04,standard,Skyrim.esm:0B5D84,CreatureDialogueAtronachFlame,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1357,core,V02,V02-04,standard,Skyrim.esm:0B5E0C,WEThalmorDialogue,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1358,core,V02,V02-04,standard,Skyrim.esm:0B6031,MS13Intro,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1359,core,V02,V02-04,standard,Skyrim.esm:0B627D,C06PostQuest,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1360,core,V02,V02-04,standard,Skyrim.esm:0B62B8,DialogueWindhelmCandlehearthScene6,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1361,core,V02,V02-04,standard,Skyrim.esm:0B62BC,DialogueWindhelmCandlehearthScene7,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1362,core,V02,V02-04,standard,Skyrim.esm:0B62D0,DialogueWindhelmPalaceScene9,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1363,core,V02,V02-04,standard,Skyrim.esm:0B6686,DialogueRiftenBeeAndBarbScene13,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1364,core,V02,V02-04,standard,Skyrim.esm:0B6688,DialogueRiftenGrandPlazaScene10,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1365,core,V02,V02-04,standard,Skyrim.esm:0B668C,DialogueRiftenSS04,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1366,core,V02,V02-04,standard,Skyrim.esm:0B6FEF,dunEmbershardQST,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1367,core,V02,V02-04,standard,Skyrim.esm:0B70E5,WICommentMagicFlames,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1368,core,V02,V02-04,standard,Skyrim.esm:0B7302,DialogueRiftenBeeAndBarbScene14,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1369,core,V02,V02-04,standard,Skyrim.esm:0B7304,DialogueRiftenRaggedFlagonScene12,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1370,core,V02,V02-04,standard,Skyrim.esm:0B7C01,dunRaldbtharQST,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1371,core,V02,V02-04,standard,Skyrim.esm:0B80F3,WE32,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1372,core,V02,V02-04,standard,Skyrim.esm:0B812E,MG01ShoutUpdate,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1373,core,V02,V02-04,standard,Skyrim.esm:0B813F,WEDL02,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1374,core,V02,V02-04,standard,Skyrim.esm:0B8141,WEDL01,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1375,core,V02,V02-04,standard,Skyrim.esm:0B8143,WEDL03,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1376,core,V02,V02-04,standard,Skyrim.esm:0B8169,WERJ02,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1377,core,V02,V02-04,standard,Skyrim.esm:0B83C3,FreeformFalkreathQuest03,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner-approved; post_promotion_direct_readback=ok; canonical_source=Skyrim.esm; formkey=0B83C3:Skyrim.esm; stage=200; route=200:Fragment_3; tier_bc_runtime_verify=ok; crossgen=ok; promotion=ok; compile=ok.
COREQ-1378,core,V02,V02-04,standard,Skyrim.esm:0B85AA,WERJ03,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1379,core,V02,V02-04,standard,Skyrim.esm:0B85B8,WEJS10,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1380,core,V02,V02-04,standard,Skyrim.esm:0B85BD,WEJS11,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1381,core,V02,V02-04,standard,Skyrim.esm:0B882D,TG00ArrestMonitor,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1382,core,V02,V02-04,standard,Skyrim.esm:0B882F,TG01ActorKillMonitor,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1383,core,V02,V02-04,standard,Skyrim.esm:0B8830,TG03ActorKillMonitor,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1384,core,V02,V02-04,standard,Skyrim.esm:0B8831,TG04ActorKiIllMonitor,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1385,core,V02,V02-04,standard,Skyrim.esm:0B8C9F,dunRobbersGorgeQST,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1386,core,V02,V02-04,standard,Skyrim.esm:0B91AE,WEDL05,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1387,core,V02,V02-04,standard,Skyrim.esm:0B91B5,WETalsgarTheWandererDialogue,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1388,core,V02,V02-04,standard,Skyrim.esm:0B91D8,WEDL04,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1389,core,V02,V02-04,standard,Skyrim.esm:0B91E3,WEDL07,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1390,core,V02,V02-04,standard,Skyrim.esm:0B94AB,WERJ04,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1391,core,V02,V02-04,standard,Skyrim.esm:0BA0B4,WE33,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1392,core,V02,V02-04,standard,Skyrim.esm:0BA0C0,WE35,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1393,core,V02,V02-04,standard,Skyrim.esm:0BA0C3,WEMaiqTheLiar,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1394,core,V02,V02-04,standard,Skyrim.esm:0BA1CC,DA07FIN,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1395,core,V02,V02-04,standard,Skyrim.esm:0BA2FF,WEJS12,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1396,core,V02,V02-04,standard,Skyrim.esm:0BA53C,DialogueOrcHunters,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1397,core,V02,V02-04,standard,Skyrim.esm:0BA542,DialogueOrcHuntersHellosAndSharedInfos,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1398,core,V02,V02-04,standard,Skyrim.esm:0BAC24,MS11Kicker,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1399,core,V02,V02-04,standard,Skyrim.esm:0BBD9D,WEDL08,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1400,core,V02,V02-04,standard,Skyrim.esm:0BC037,WEJS13,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1401,core,V02,V02-04,standard,Skyrim.esm:0BC096,MGR20B,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner-approved; post_promotion_direct_readback=ok; canonical_source=Skyrim.esm; formkey=0BC096:Skyrim.esm; stage=200; route=200:Fragment_4; tier_bc_runtime_verify=ok; crossgen=ok; promotion=ok; compile=ok.
COREQ-1402,core,V02,V02-04,standard,Skyrim.esm:0BC0BD,C00JorrvaskrFight,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1403,core,V02,V02-04,standard,Skyrim.esm:0BC3E0,MQ201PartyScene1ElenwenAndGuest,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1404,core,V02,V02-04,standard,Skyrim.esm:0BC3FD,MQ201PartyScene2JarlAndJarl,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1405,core,V02,V02-04,standard,Skyrim.esm:0BC5AA,WERJ05,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1406,core,V02,V02-04,standard,Skyrim.esm:0BC5BD,WERJ06,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1407,core,V02,V02-04,standard,Skyrim.esm:0BC8B6,DB01MiscObjective,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1408,core,V02,V02-04,standard,Skyrim.esm:0BC8B7,DB01Objective,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1409,core,V02,V02-04,standard,Skyrim.esm:0BCC94,HirelingQuest,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1410,core,V02,V02-04,standard,Skyrim.esm:0BD750,WEDL10,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1411,core,V02,V02-04,standard,Skyrim.esm:0BD753,WEDL12,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1412,core,V02,V02-04,standard,Skyrim.esm:0BD757,WEDL13,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1413,core,V02,V02-04,standard,Skyrim.esm:0BD758,WEDL14,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1414,core,V02,V02-04,standard,Skyrim.esm:0BD77F,BQ02,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner-approved; post_promotion_direct_readback=ok; canonical_source=Skyrim.esm; formkey=0BD77F:Skyrim.esm; stage=200; route=200:Fragment_3; tier_bc_runtime_verify=ok; crossgen=ok; promotion=ok; compile=ok.
COREQ-1415,core,V02,V02-04,standard,Skyrim.esm:0BD788,BQShared,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-1416,core,V02,V02-04,standard,Skyrim.esm:0BD78C,BQ03,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; owner-approved; post_promotion_direct_readback=ok; canonical_source=Skyrim.esm; formkey=0BD78C:Skyrim.esm; stage=200; route=200:Fragment_3; tier_bc_runtime_verify=ok; crossgen=ok; promotion=ok; compile=ok.
