separator,mod,plugin,signature,formid,editor_id,name,covered_by,triage,candidate_deities,notes,candidate_deities_canonical,reachable_races
Quests and Newlands - Modded Followers,Ashe - Crystal Heart - Combat Nerf,Ashe Combat Nerf Patch.esp,ENCH,Ashe - Fire and Blood.esp:03A81F,MM_EnchWeaponFireDamageNew,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|ashe - fire and blood.esp|03A81F. Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,
Gameplay - Requiem - Bosses Redone,Bleak Falls Barrow Boss - Keeper of the Dragonstone,Bleak Falls Barrow Boss.esp,ENCH,Bleak Falls Barrow Boss.esp:00090E,BFB_Ench_Staff_AbsorbHealth,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|bleak falls barrow boss.esp|00090E. Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02C7D7,_Camp_Backpack,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02C7D7. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D863,_Camp_Backpack_Akatosh,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D863. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D865,_Camp_Backpack_Arkay,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D865. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D867,_Camp_Backpack_Dibella,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D867. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D869,_Camp_Backpack_Kynareth,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D869. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D86B,_Camp_Backpack_Julianos,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D86B. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D86D,_Camp_Backpack_Stendarr,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D86D. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D86F,_Camp_Backpack_Talos,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D86F. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D871,_Camp_Backpack_Zenithar,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D871. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02D873,_Camp_Backpack_Mara,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02D873. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:02F8EC,_Camp_dunHunterQstEnchAmulet,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|02F8EC. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Survival,Requiem - Noxcrab's Survival Mod Patches,Requiem - Campfire.esp,ENCH,Campfire.esm:0504B7,_Camp_WalkingStickEnch,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|campfire.esm|0504B7. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Stealth Redone,Requiem - Stealth Redone.esp,ENCH,Dawnguard.esm:00F3C7,TrapPoisonBloomGasEnch01,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dawnguard.esm|00F3C7. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Stealth Redone,Requiem - Stealth Redone.esp,ENCH,Dawnguard.esm:00F3C8,TrapPoisonBloomGasEnch02,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dawnguard.esm|00F3C8. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Stealth Redone,Requiem - Stealth Redone.esp,ENCH,Dawnguard.esm:00F3C9,TrapPoisonBloomGasEnch03,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dawnguard.esm|00F3C9. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Stealth Redone,Requiem - Stealth Redone.esp,ENCH,Dawnguard.esm:00F3CA,TrapPoisonBloomGasEnch04,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dawnguard.esm|00F3CA. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Stealth Redone,Requiem - Stealth Redone.esp,ENCH,Dawnguard.esm:00F3CB,TrapPoisonBloomGasEnch05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dawnguard.esm|00F3CB. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Stealth Redone,Requiem - Stealth Redone.esp,ENCH,Dawnguard.esm:00F3CC,TrapPoisonBloomGasEnch06,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dawnguard.esm|00F3CC. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Magic Redone - rerun,Requiem - Magic Redone.esp,ENCH,Dragonborn.esm:02C46E,REQ_Ench_Weapon_Chaos0,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dragonborn.esm|02C46E. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Magic Redone - rerun,Requiem - Magic Redone.esp,ENCH,Dragonborn.esm:02C46F,REQ_Ench_Weapon_Chaos3,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dragonborn.esm|02C46F. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Magic Redone - rerun,Requiem - Magic Redone.esp,ENCH,Dragonborn.esm:02C470,REQ_Ench_Weapon_Chaos4,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dragonborn.esm|02C470. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Magic Redone - rerun,Requiem - Magic Redone.esp,ENCH,Dragonborn.esm:02C471,REQ_Ench_Weapon_Chaos5,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dragonborn.esm|02C471. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Magic Redone - rerun,Requiem - Magic Redone.esp,ENCH,Dragonborn.esm:02C472,REQ_Ench_Weapon_Chaos6,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dragonborn.esm|02C472. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Gameplay - Requiem,Requiem - Magic Redone - rerun,Requiem - Magic Redone.esp,ENCH,Dragonborn.esm:03D37C,REQ_Ench_Bound_Weapon_Dagger,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|dragonborn.esm|03D37C. Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,
Quests and Newlands - Sirenroot,Requiem - Sirenroot,Requiem - Sirenroot.esp,ENCH,evgSIRENROOT.esm:3284EE,EVGSirenEnchCoronet,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|evgsirenroot.esm|3284EE. Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,
Quests and Newlands - Vanilla Expansions,Finding Velehk Sain,Finding_VelehkSain.esp,ENCH,Finding_VelehkSain.esp:000808,FVS_StaffEnchConjureVelehkSain,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|finding_velehksain.esp|000808. Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,
Quests and Newlands - Vanilla Expansions,Finding Velehk Sain,Finding_VelehkSain.esp,ENCH,Finding_VelehkSain.esp:00080D,FVS_EnchArmorVelehkCloak,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|finding_velehksain.esp|00080D. Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:0137F9,EnchReligiousJulianos_05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|0137F9. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:0137FA,EnchReligiousAkatosh_12,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|0137FA. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:0137FB,EnchReligiousArkay_05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|0137FB. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:0137FC,EnchReligiousDibella_07,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|0137FC. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:0137FD,EnchReligiousKynareth_05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|0137FD. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:0137FE,EnchReligiousMara_05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|0137FE. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:0137FF,EnchReligiousStendarr_05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|0137FF. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:013800,EnchReligiousTalos_07,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|013800. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:013801,EnchReligiousZenithar_05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|013801. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015DF8,EnchReligiousNocturnal_05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015DF8. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E02,EnchReligiousNocturnal_10,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E02. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E03,EnchReligiousNocturnal_15,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E03. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E04,EnchReligiousNocturnal_20,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E04. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E05,EnchReligiousNocturnal_25,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E05. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E06,EnchReligiousNocturnal_30,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E06. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E1B,EnchReligiousZenithar_10,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E1B. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E1C,EnchReligiousZenithar_15,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E1C. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E1D,EnchReligiousZenithar_20,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E1D. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E1E,EnchReligiousZenithar_25,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E1E. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E1F,EnchReligiousDibella_15,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E1F. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E20,EnchReligiousDibella_22,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E20. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E21,EnchReligiousDibella_30,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E21. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E22,EnchReligiousDibella_37,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E22. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E47,EnchReligiousAzura_45,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E47. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E58,EnchNecromancersAmulet_Minor,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E58. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E5B,EnchReligiousNocturnal_05x2,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E5B. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E5C,EnchReligiousNocturnal_10x2,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E5C. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E5D,EnchReligiousNocturnal_15x2,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E5D. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E5E,EnchReligiousNocturnal_20x2,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E5E. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E5F,EnchReligiousNocturnal_25x2,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E5F. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E60,EnchReligiousNocturnal_30x2,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E60. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E8B,EnchReligiousNocturnal_07LP,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E8B. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E8C,EnchReligiousNocturnal_10LP,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E8C. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E8D,EnchReligiousNocturnal_12LP,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E8D. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E8E,EnchReligiousNocturnal_15LP,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E8E. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E8F,EnchReligiousNocturnal_17LP,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E8F. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015E90,EnchReligiousNocturnal_20LP,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015E90. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Gameplay - Wet and Cold,FurArmorSetSE (FrostFall Aware) - Update,FurSet by keung.esp,ENCH,FurSet by keung.esp:015EAB,EnchReligiousSheogorth_25,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ENCH|furset by keung.esp|015EAB. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
