"exchange_schema","copy_id","flow_ids","journey","event","surface","runtime_location","current_runtime_text","gameplay_contract","character_budget","risk","dynamic","row_fingerprint","owner_status","owner_draft","owner_note"
"pdv.copy-prose-exchange.v1","esp:mgef:071157:Devotion.esp:description","core.faithful;race.dunmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:MGEF:071157:Devotion.esp:PDV_MGEF_Dunmer_Reclamation_T2_ResistMagic:Description","The Reclamations hold you close even in exile. Magic Resistance +8%, Fortify Magicka +15.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","b5775b4ba6c0646ed6b771564e6b0ce5","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071157:Devotion.esp:name","core.faithful;race.dunmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:MGEF:071157:Devotion.esp:PDV_MGEF_Dunmer_Reclamation_T2_ResistMagic:Name","Magic Resistance","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","90b528ad8fcc44a26dbb82c0ce2fc8cb","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071158:Devotion.esp:description","core.faithful;race.dunmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:MGEF:071158:Devotion.esp:PDV_MGEF_Dunmer_Reclamation_T2_MagickaRateMult:Description","The Reclamations hold you close even in exile. Magic Resistance +8%, Magicka Regeneration +5%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","5bd13797365654fc085081da82387049","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071158:Devotion.esp:name","core.faithful;race.dunmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:MGEF:071158:Devotion.esp:PDV_MGEF_Dunmer_Reclamation_T2_MagickaRateMult:Name","Reclamation Communion - Devoted","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","0ac5f3d89adbfe8bc4658836a1d49b99","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07115A:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07115A:Devotion.esp:PDV_MGEF_Dunmer_Azura_T1_MagickaRateMult:Description","Twilight sharpens your sight. Magicka Regeneration +4%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","d3496c011a5e13157ae8b94e7f740d94","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07115A:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07115A:Devotion.esp:PDV_MGEF_Dunmer_Azura_T1_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","b3d3040d1429d47ad195e17b63f68f9a","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07115C:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-description","Devotion.esp:MGEF:07115C:Devotion.esp:PDV_MGEF_Dunmer_Azura_T2_MagickaRateMult:Description","Azura's foresight guides your destruction to its mark. Magicka Regeneration +10%, Destruction +10.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","d221e4ca099ba46595ee908feb779767","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07115C:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-name","Devotion.esp:MGEF:07115C:Devotion.esp:PDV_MGEF_Dunmer_Azura_T2_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","3b66f3c0b2349e6c6388022220977d38","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07115D:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-description","Devotion.esp:MGEF:07115D:Devotion.esp:PDV_MGEF_Dunmer_Azura_T2_Destruction:Description","Azura's foresight guides your destruction to its mark. Fortify Magicka +25, Destruction +10.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","517806c3c6451ef0a125aa280f93d15d","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07115D:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-name","Devotion.esp:MGEF:07115D:Devotion.esp:PDV_MGEF_Dunmer_Azura_T2_Destruction:Name","Destruction","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","a0de9b6e4472dc48dc93c03d10c12668","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07115F:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-description","Devotion.esp:MGEF:07115F:Devotion.esp:PDV_MGEF_Dunmer_Azura_T3_MagickaRateMult:Description","You see by the twilight Azura keeps, and your destruction strikes true. Magicka Regeneration +20%, Destruction +25.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","fec19f25c9d5b2c5d4c6343c649d4351","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07115F:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-name","Devotion.esp:MGEF:07115F:Devotion.esp:PDV_MGEF_Dunmer_Azura_T3_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","7dce98f6787b7093a5b78cbee35179b7","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071160:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-description","Devotion.esp:MGEF:071160:Devotion.esp:PDV_MGEF_Dunmer_Azura_T3_Destruction:Description","You see by the twilight Azura keeps, and your destruction strikes true. Fortify Magicka +40, Destruction +25.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","ada4998cee3b3fe75ce19c7e9de20ba4","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071160:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-name","Devotion.esp:MGEF:071160:Devotion.esp:PDV_MGEF_Dunmer_Azura_T3_Destruction:Name","Destruction","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","fa0e949dd438e3fecb4efdd65238b36c","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071162:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:071162:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T1_OneHanded:Description","Struggle tempers your arm. One-Handed +5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","c2f23f7ccaf211600dc00177ee09415b","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071162:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:071162:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T1_OneHanded:Name","One-Handed","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","bbaa62670f332a2804c781505e06bb0c","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071164:Devotion.esp:description","daedric.milestone;race.dunmer;signal.item;surface.effects","Daedric","tier.faithful","blessing-description","Devotion.esp:MGEF:071164:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T2_OneHanded:Description","The strong prevail by Boethiah's measure. One-Handed +13, Armor +30.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","2a1bef94026b6c68286c5c572b04852c","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071164:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-name","Devotion.esp:MGEF:071164:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T2_OneHanded:Name","One-Handed","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","bbf90ac7df396570364f7ed82d7d7867","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071165:Devotion.esp:description","daedric.milestone;race.dunmer;signal.item;surface.effects","Daedric","tier.faithful","blessing-description","Devotion.esp:MGEF:071165:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T2_DamageResist:Description","The strong prevail by Boethiah's measure. One-Handed +13, Armor +30.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","54c14e158982aad6a36923809f3d7960","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071165:Devotion.esp:name","daedric.milestone;race.dunmer;signal.item;surface.effects","Daedric","tier.faithful","blessing-name","Devotion.esp:MGEF:071165:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T2_DamageResist:Name","Armor","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","0c1222075196e88ab426aac9c430f48f","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071167:Devotion.esp:description","daedric.milestone;race.dunmer;signal.item;surface.effects","Daedric","tier.devoted","blessing-description","Devotion.esp:MGEF:071167:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T3_OneHanded:Description","You have proven your strength to the Prince of Plots. One-Handed +25, Armor +50.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","332ef2683a51ad32fdee90b632406a6c","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071167:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-name","Devotion.esp:MGEF:071167:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T3_OneHanded:Name","One-Handed","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","88898ebd4dd6abeb1493c656b05cc1a0","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071168:Devotion.esp:description","daedric.milestone;race.dunmer;signal.item;surface.effects","Daedric","tier.devoted","blessing-description","Devotion.esp:MGEF:071168:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T3_DamageResist:Description","You have proven your strength to the Prince of Plots. One-Handed +25, Armor +50.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","00963b8770bd67f02b35555893c92aa8","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071168:Devotion.esp:name","daedric.milestone;race.dunmer;signal.item;surface.effects","Daedric","tier.devoted","blessing-name","Devotion.esp:MGEF:071168:Devotion.esp:PDV_MGEF_Dunmer_Boethiah_T3_DamageResist:Name","Armor","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","d990b6b6db65be75d42c0b8e394fc7a1","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07116A:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07116A:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T1_Sneak:Description","You learn to move along the unseen threads. Sneak +5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","e378179424ca63dd0919e724f06f34ca","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07116A:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07116A:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T1_Sneak:Name","Sneak","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","0fae69b238701a7fd32939a6b34f819b","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07116C:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-description","Devotion.esp:MGEF:07116C:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T2_Sneak:Description","Secrets and shadow answer to you. Sneak +13, Illusion +10.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","15df9a5ff81bd6ea0943bca360b8fbf1","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07116C:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-name","Devotion.esp:MGEF:07116C:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T2_Sneak:Name","Sneak","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","2847a1c48ba6a5623014dd8523452766","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07116D:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-description","Devotion.esp:MGEF:07116D:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T2_Illusion:Description","Secrets and shadow answer to you. Sneak +13, Illusion +10.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","efcbd5e168cd30f375c1afaa61e9f8e9","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07116D:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.faithful","blessing-name","Devotion.esp:MGEF:07116D:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T2_Illusion:Name","Illusion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","bb782273fd4e014f05a588b63c82a12c","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07116F:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-description","Devotion.esp:MGEF:07116F:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T3_Sneak:Description","The Webspinner's whisper guides your hand. Sneak +25, Illusion +25.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","7c3530685121d1971a593a0e8d3840e3","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07116F:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-name","Devotion.esp:MGEF:07116F:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T3_Sneak:Name","Sneak","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","a09f9734db332e17ea711442547fde1e","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071170:Devotion.esp:description","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-description","Devotion.esp:MGEF:071170:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T3_Illusion:Description","The Webspinner's whisper guides your hand. Sneak +25, Illusion +25.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","7b07aa4d6bc20948e3e823d4e3732921","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071170:Devotion.esp:name","daedric.milestone;race.dunmer;surface.effects","Daedric","tier.devoted","blessing-name","Devotion.esp:MGEF:071170:Devotion.esp:PDV_MGEF_Dunmer_Mephala_T3_Illusion:Name","Illusion","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","e80bb3c5f02bb5a5ce4fc9504085bb57","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071174:Devotion.esp:description","core.neglect;race.altmer;surface.effects","Shared","neglect.lapse","blessing-description","Devotion.esp:MGEF:071174:Devotion.esp:PDV_MGEF_Neglect_Altmer_Magicka:Description","You have let coherence lapse. Your Maximum Magicka is reduced by 10 until you return to dawn practice and the ancestral order.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","ed00392961027a1e712437a173398197","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071174:Devotion.esp:name","core.neglect;race.altmer;surface.effects","Shared","neglect.lapse","blessing-name","Devotion.esp:MGEF:071174:Devotion.esp:PDV_MGEF_Neglect_Altmer_Magicka:Name","Fortify Magicka","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","ea44dff00ea2239a240e35247e6d5752","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071176:Devotion.esp:description","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:071176:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T1_MagickaRateMult:Description","The Dawn steadies you. Magicka Regeneration +5%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","ec4e10f1eb8159b6e6905dd16284b391","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071176:Devotion.esp:name","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:071176:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T1_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","a5b3cbe7deadd6986cbbb0f43490546c","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071178:Devotion.esp:description","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:MGEF:071178:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T2_MagickaRateMult:Description","The ancestor-light wards your mind. Magicka Regeneration +10%, Magic Resistance +6%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","d29f90d90391061374c2df506b4e97f1","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071178:Devotion.esp:name","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:MGEF:071178:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T2_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","cea536a3523d9b59f89f1a6f40730d2a","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071179:Devotion.esp:description","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:MGEF:071179:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T2_ResistMagic:Description","The ancestor-light wards your mind. Fortify Magicka +25, Magic Resistance +6%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","aaa981c309cc59216d2bd67fdfd56648","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071179:Devotion.esp:name","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:MGEF:071179:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T2_ResistMagic:Name","Magic Resistance","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","3855c477ffd28220ea906e330c8b383d","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07117B:Devotion.esp:description","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-description","Devotion.esp:MGEF:07117B:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T3_MagickaRateMult:Description","You walk the path of return Auri-El first walked. Magicka Regeneration +20%, Magic Resistance +16%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","b0b0b95904aebbbb4606a92520a5b13f","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07117B:Devotion.esp:name","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:MGEF:07117B:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T3_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","a998b966c7cdbefcc5b4ac39f11781a6","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07117C:Devotion.esp:description","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-description","Devotion.esp:MGEF:07117C:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T3_ResistMagic:Description","You walk the path of return Auri-El first walked. Fortify Magicka +40, Magic Resistance +16%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","e3eac4af3e0a4a659e4ad1fe55bf4ca1","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07117C:Devotion.esp:name","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:MGEF:07117C:Devotion.esp:PDV_MGEF_Altmer_AuriEl_T3_ResistMagic:Name","Magic Resistance","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","373c886dc38bf9042b1377a5c34d6442","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07117E:Devotion.esp:description","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:07117E:Devotion.esp:PDV_MGEF_Altmer_Magnus_T1_Alteration:Description","The architect of magic favors disciplined study. Alteration +5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","2d21abe83ca5e953469b5faa88405d36","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07117E:Devotion.esp:name","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:07117E:Devotion.esp:PDV_MGEF_Altmer_Magnus_T1_Alteration:Name","Alteration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","ee4bb0f2941373dace9629c7a16c73cb","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071180:Devotion.esp:description","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:MGEF:071180:Devotion.esp:PDV_MGEF_Altmer_Magnus_T2_Alteration:Description","The structure of the arts opens to you. Alteration +13, Fortify Magicka +25.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","00a570c515afa58c42674a9731a5dfaf","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071180:Devotion.esp:name","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:MGEF:071180:Devotion.esp:PDV_MGEF_Altmer_Magnus_T2_Alteration:Name","Alteration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","8b18e2ea908b21949502d3f0f1f62184","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071181:Devotion.esp:description","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:MGEF:071181:Devotion.esp:PDV_MGEF_Altmer_Magnus_T2_MagickaRateMult:Description","The structure of the arts opens to you. Alteration +13, Magicka Regeneration +6%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","a6c4e3107e48d4f740f08258b1f563d5","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071181:Devotion.esp:name","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:MGEF:071181:Devotion.esp:PDV_MGEF_Altmer_Magnus_T2_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","bb9a0b185de8be5a4b5da26145cf6fe9","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071183:Devotion.esp:description","core.focused;race.altmer;signal.world;surface.effects","Shared","tier.devoted","blessing-description","Devotion.esp:MGEF:071183:Devotion.esp:PDV_MGEF_Altmer_Magnus_T3_Alteration:Description","You see through the aperture Magnus left in the world. Alteration +25, Fortify Magicka +40.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","f19df8252f594785fa4a952d24b572a1","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071183:Devotion.esp:name","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:MGEF:071183:Devotion.esp:PDV_MGEF_Altmer_Magnus_T3_Alteration:Name","Alteration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","d3be47570fc26efbac7219b5860744be","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071184:Devotion.esp:description","core.focused;race.altmer;signal.world;surface.effects","Shared","tier.devoted","blessing-description","Devotion.esp:MGEF:071184:Devotion.esp:PDV_MGEF_Altmer_Magnus_T3_MagickaRateMult:Description","You see through the aperture Magnus left in the world. Alteration +25, Magicka Regeneration +15%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","107f4a5776ee10a8c47f01f47c889052","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071184:Devotion.esp:name","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:MGEF:071184:Devotion.esp:PDV_MGEF_Altmer_Magnus_T3_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","29b74fdef424b5d3f8f3ac3b62d58299","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071186:Devotion.esp:description","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-description","Devotion.esp:MGEF:071186:Devotion.esp:PDV_MGEF_Altmer_Xarxes_T1_Restoration:Description","The keeper of records steadies your hand at preservation. Restoration +5.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","885bffae7f8374231d3781ca0dfd8a6f","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071186:Devotion.esp:name","core.recognition;race.altmer;surface.effects","Shared","tier.initial-recognition","blessing-name","Devotion.esp:MGEF:071186:Devotion.esp:PDV_MGEF_Altmer_Xarxes_T1_Restoration:Name","Restoration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","e29880ed74539c746214a251352179e8","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071188:Devotion.esp:description","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:MGEF:071188:Devotion.esp:PDV_MGEF_Altmer_Xarxes_T2_Restoration:Description","What is kept is what endures. Restoration +13, Fortify Magicka +25.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","161c4aede331de995555c79ec4670c40","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071188:Devotion.esp:name","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:MGEF:071188:Devotion.esp:PDV_MGEF_Altmer_Xarxes_T2_Restoration:Name","Restoration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","c05959baf6f2ceb06c6e74022e4f5d4e","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071189:Devotion.esp:description","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-description","Devotion.esp:MGEF:071189:Devotion.esp:PDV_MGEF_Altmer_Xarxes_T2_MagickaRateMult:Description","What is kept is what endures. Restoration +13, Magicka Regeneration +6%.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","19183b6355f728dc3bf2e7bd65943a67","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:071189:Devotion.esp:name","core.faithful;race.altmer;surface.effects","Shared","tier.faithful","blessing-name","Devotion.esp:MGEF:071189:Devotion.esp:PDV_MGEF_Altmer_Xarxes_T2_MagickaRateMult:Name","Magicka Regeneration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","d90c8ef528273274296f42d808924d65","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07118B:Devotion.esp:description","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-description","Devotion.esp:MGEF:07118B:Devotion.esp:PDV_MGEF_Altmer_Xarxes_T3_Restoration:Description","Your name and works are written into the long ledger. Restoration +25, Fortify Magicka +40.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","200","P2","false","c830833dc30f93ccd2dea3aded4e7828","","",""
"pdv.copy-prose-exchange.v1","esp:mgef:07118B:Devotion.esp:name","core.focused;race.altmer;surface.effects","Shared","tier.devoted","blessing-name","Devotion.esp:MGEF:07118B:Devotion.esp:PDV_MGEF_Altmer_Xarxes_T3_Restoration:Name","Restoration","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","d2c1b6eac0755eec75dccd68ac22a611","","",""
