id,surface,race,target,requirement,tier,authority,verify_layer,check_hint,notes,cluster,status
BC-0401,reward_tier,Nord,Tsun focused 3-tier (Old Ways),"PDV_Bless_Nord_Tsun_T1 (StaminaRateMult 5%), T2 (StaminaRateMult 8% + Block 10%), T3 (StaminaRateMult 10% + Block 12% + DamageResist 10%) must exist gated on OldWays + active Tsun.",BETA,PDV_NordRewardRecords.spec.json § emphasisRewards Tsun entries,esp,,,roster,UNVERIFIED
BC-0402,reward_tier,Orc,City Orc Champion,"City Champion: quality work ALWAYS hits maximum achievable at current smithing skill (no RNG on tempering); brief resolve bonus after dignity-under-pressure encounter response; Malacath's private acknowledgment (no shaman or stronghold, just internal recognition flavor).",BETA,PDV_RaceDesign_Orc.md — Tier 3 / City Orc Champion,source,,,race-sheets,UNVERIFIED
BC-0403,reward_tier,Orc,Legion/Exile Champion,"Legion/Exile Champion: after completing significant contract/faction service quest under difficult conditions, brief combat resolve fires (+5 health/sec for full duration of next encounter); carry weight +15; after fully honest completed difficult contract, brief rest quality improvement.",BETA,PDV_RaceDesign_Orc.md — Tier 3 / Legion/Exile Orc Champion,source,,,race-sheets,UNVERIFIED
BC-0404,reward_tier,Orc,Orc City life-mode 3-tier,"PDV_Bless_Orc_City_T1 (Speech 5), T2 (Speech 13 + Restoration 8), T3 (Speech 23 + Restoration 20 + Block 5 + DamageResist 50) must exist gated on PDV_State_OrcLifeMode=City(0) + Malacath tier; named commission/quality-labor/dignity acts only. Speech leads from T1 (2026-07-16 swap).",BETA,PDV_OrcRewardRecords.spec.json § emphasisRewards City entries,esp,,,roster,UNVERIFIED
BC-0405,reward_tier,Orc,Orc City T3 — Unbroken Alone,Orc City T3 must carry scaling resist + block the longer the player fights alone/outnumbered (M2-cadence on defense); fallback is binary no-ally buff; buildable.,BETA,"PDV_Phase2_CapstoneSignatures.md — Orc section (DRAFT), City",source,,,rewards,UNVERIFIED
BC-0406,reward_tier,Orc,Orc Legion/Exile T3 — Hold the Line,Orc Legion/Exile T3 must carry low-HP stand-fast (resist + stamina + stagger-immunity) + rally allies (M4 + poise rider); fallback drops poise; Legion/Exile carries the Orc cheat-death equivalent; once per day.,BETA,"PDV_Phase2_CapstoneSignatures.md — Orc section (DRAFT), Legion/Exile; LOCKED rules rule 2",source,,,rewards,UNVERIFIED
BC-0407,reward_tier,Orc,Orc LegionExile life-mode 3-tier,"PDV_Bless_Orc_LegionExile_T1 (OneHanded 5%), T2 (OneHanded 8% + BlockSkill 8%), T3 (OneHanded 10% + BlockSkill 12% + StaminaRateMult 5%) must exist gated on PDV_State_OrcLifeMode=LegionExile(2) + Malacath tier; pressure-bearing service-completion acts only (Legion membership alone rejected).",BETA,PDV_OrcRewardRecords.spec.json § emphasisRewards LegionExile entries,esp,,,roster,UNVERIFIED
BC-0408,reward_tier,Orc,Orc Malacath broad T1/T2,"PDV_Bless_Orc_Malacath_T1 (fixed, DamageResist 4%) and PDV_Bless_Orc_Malacath_T2 (new, DamageResist 6% + HealRateMult 8%, capped Faithful) must exist; T2 suppressed when a life-mode focused family is active.",BETA,PDV_OrcRewardRecords.spec.json § emphasisRewards Malacath T1/T2,esp,,,roster,UNVERIFIED
BC-0409,reward_tier,Orc,Orc Malacath T1 conduct reward,"SPEL PDV_Bless_Orc_Malacath_T1 must exist with MGEF PDV_MGEF_Bless_Orc_Malacath_T1 granting DamageResist +3.0 (provisional); only one Orc life-mode T1 active; City, Legion, and Stronghold variants cannot stack.",BETA,PDV_Phase20_RewardRecordContracts.json — Orc entry,data,SPEL PDV_Bless_Orc_Malacath_T1; MGEF actorValue=DamageResist mag=3.0,,rewards,UNVERIFIED
BC-0410,reward_tier,Orc,Orc reward ceiling: Stronghold highest; City/Legion no second substrate,Orc Stronghold may have the most stable rewards; City and Legion/Exile may have sharper situational moments but must not add a second persistent substrate; exactly one active life-mode lane at a time with a three-day soft-switch lockout.,BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Orc, Reward ceiling; PDV_RaceEffectReviewLedger.md — Orc life-mode baseline",runtime-status,,,rewards,UNVERIFIED
BC-0411,reward_tier,Orc,Orc reward floor: City/Legion viable without Blood-Kin,"A City or Legion/Exile Orc must have reliable dignity, service, quality labor, and self-made community payoff without needing Blood-Kin or Stronghold infrastructure.",BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Orc, Reward floor",runtime-status,,,rewards,UNVERIFIED
BC-0412,reward_tier,Orc,Orc Stronghold life-mode 3-tier,"PDV_Bless_Orc_Stronghold_T1 (Smithing 5), T2 (Smithing 13 + TwoHanded 8), T3 (Smithing 23 + TwoHanded 20 + DamageResist 50) must exist gated on PDV_State_OrcLifeMode=Stronghold(1) + Malacath tier; quality forge acts only (raw craft count rejected). TwoHanded replaced HeavyArmor (2026-07-16 swap).",BETA,PDV_OrcRewardRecords.spec.json § emphasisRewards Stronghold entries,esp,,,roster,UNVERIFIED
BC-0413,reward_tier,Orc,Orc Stronghold T3 — Blood-Kin of the Forge,"Orc Stronghold T3 must carry guardian kin-aura: while followers/blood-kin are near, both player and they gain damage resistance + player power attacks stagger; the more kin present the stronger; NO low-HP trigger; one-active life-mode rule applies.",BETA,"PDV_Phase2_CapstoneSignatures.md — Orc section (DRAFT), Stronghold",source,Re-flavored 2026-06-07 off cheat-death; Legion/Exile holds the Orc save,,rewards,UNVERIFIED
BC-0414,reward_tier,Orc,Stronghold Champion,"Stronghold Champion: forge-crafted weapons deal 5% more damage only in player's hands; once per day combat fury below 15% health fires (stamina restored to full, -25% power attack stamina cost for 30 seconds); quality crafting output improves; stronghold NPCs maximum recognition beyond Blood-Kin.",BETA,PDV_RaceDesign_Orc.md — Tier 3 / Stronghold Orc Champion,source,,,race-sheets,UNVERIFIED
BC-0415,reward_tier,Redguard,Ash'abah Champion,"Tu'whacca Champion (Ash'abah): after draugr boss/Hall of Dead/necromancer operation completion, 48h Tu'whacca blessing fires (+5 health/stamina/magicka regen per hour); tomb sites give ancestor-presence flavor notification; Hall of Dead NPCs give recognition privilege/special dialogue/free services; undead damage resist 25% cumulative.",FUTURE,PDV_RaceDesign_Redguard.md — Tier 3 Ash'abah / Tu'whacca Champion,source,,[auto-demoted: matches explicit descope],race-sheets,UNVERIFIED
BC-0416,reward_tier,Redguard,Crown Tier 3,"Tu'whacca Champion: 24h undead damage resist 20% after death-rites quest/draugr boss; ancestor presence flavor at tomb sites; Hall of Dead maximum recognition. Leki Champion: one-handed damage +8% cumulative (Tier 1 + Devoted); power-attack stamina recovery in sword-discipline combat. Crown dressing of the pan-sect roster; no Satakal/Ruptga champions exist (lore baseline 2026-08-26).",BETA,PDV_RaceDesign_Redguard.md — Tier 3 (pan-sect focusable gods),source,,,race-sheets,UNVERIFIED
BC-0417,reward_tier,Redguard,Forebear Tier 3,"HoonDing Champion: once per in-game week, winning genuinely impossible-odds battle fires 24h combat stat bonus pulse; Forebear dressing frames it as the way made through a mixed society. No Tava champion exists -- road copy credits Tava as culture voice only (lore baseline 2026-08-26).",BETA,PDV_RaceDesign_Redguard.md — Tier 3 (pan-sect focusable gods),source,,,race-sheets,UNVERIFIED
BC-0418,reward_tier,Redguard,HoonDing focused 3-tier (weekly capped),"PDV_Bless_Redguard_HoonDing_T1 (OneHanded 5%), T2 (OneHanded 8% + SpeedMult 3%), T3 (OneHanded 12% + SpeedMult 3%) must exist gated on active HoonDing focus AND weekly cap unconsumed; curated make-way milestones only.",BETA,PDV_RedguardRewardRecords.spec.json § emphasisRewards HoonDing entries; § currencyAndPace hoonDingCap,esp,,,roster,UNVERIFIED
BC-0419,reward_tier,Redguard,Leki focused 3-tier,"PDV_Bless_Redguard_Leki_T1 (OneHanded 5%), T2 (OneHanded 8% + CriticalChance 5%), T3 (OneHanded 12% + CriticalChance 8%) must exist gated on active Leki focus with sword-singing conduct context required.",BETA,PDV_RedguardRewardRecords.spec.json § emphasisRewards Leki entries,esp,,,roster,UNVERIFIED
BC-0420,reward_tier,Redguard,Redguard ancestor spine T1 reward,"SPEL PDV_Bless_Redguard_AncestorSpine_T1 must exist with MGEF PDV_MGEF_Bless_Redguard_AncestorSpine_T1 granting WeaponSpeedMult +3.0 (provisional); only one Redguard sect T1 active; Crown, Forebear, Ash'abah, and Far Shores variants resolve through manager state.",BETA,PDV_Phase20_RewardRecordContracts.json — Redguard entry,data,SPEL PDV_Bless_Redguard_AncestorSpine_T1; MGEF actorValue=WeaponSpeedMult mag=3.0,,rewards,UNVERIFIED
BC-0421,reward_tier,Redguard,Redguard AncestorSpine broad T1/T2,"PDV_Bless_Redguard_AncestorSpine_T1 (fixed, ResistMagic 3%) and PDV_Bless_Redguard_AncestorSpine_T2 (new, ResistMagic 5% + DamageResist 8%, capped Faithful) must exist; T2 suppressed when a focused patron is active.",BETA,PDV_RedguardRewardRecords.spec.json § emphasisRewards AncestorSpine T1/T2,esp,,,roster,UNVERIFIED
BC-0422,reward_tier,Redguard,Redguard HoonDing T3 — The Way Is Made,Redguard HoonDing T3 must carry weekly-capped forward breakthrough — knockback/stagger enemies in path + brief unstoppable advance (M11-cousin knockback); cone is fiddly; fallback is radial; fallback must be guaranteed baseline.,BETA,PDV_Phase2_CapstoneSignatures.md — Redguard section (DRAFT); LOCKED rules rule 3,source,Fiddly: cone geometry. Fallback: radial area. Fallback-as-floor binding. Weekly cap required.,,rewards,UNVERIFIED
BC-0423,reward_tier,Redguard,Redguard Leki T3 — The Ephemeral Feint,Redguard Leki T3 must carry single-foe duel crit bonus (fades when mobbed) + feint riposte after a 1H power/crit (M5-ledger + single-foe); crowd-count is fiddly; fallback is engage-flag; fallback must be guaranteed baseline.,BETA,PDV_Phase2_CapstoneSignatures.md — Redguard section (DRAFT); LOCKED rules rule 3,source,Fiddly: crowd-count detection. Fallback: engage-flag. Fallback-as-floor binding.,,rewards,UNVERIFIED
BC-0424,reward_tier,Redguard,Redguard reward ceiling: sect Faithful + Devoted requires focused primary,Redguard broad sect worship reaches Faithful; Devoted requires focused primary commitment; ancestor reverence and Far Shores token support only and must not create a third always-on boon family.,BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Redguard, Reward ceiling",runtime-status,,,rewards,UNVERIFIED
BC-0425,reward_tier,Redguard,Redguard reward floor: non-Ash'abah viable without undead farming,"A non-Ash'abah Redguard must get satisfying Crown or Forebear play through form, road, contract, martial conduct, and sect-specific recognition without farming undead.",BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Redguard, Reward floor",runtime-status,,,rewards,UNVERIFIED
BC-0426,reward_tier,Redguard,Redguard Tu'whacca T3 — Keeper of the Far Shores,"Redguard Tu'whacca T3 must carry ward/turn vs the restless dead + once/day Far-Shores cheat-death (perk-vs-undead + M4 no-rally variant); copy must say Tu'whacca, never Arkay; Tu'whacca holds the Redguard cheat-death.",BETA,PDV_Phase2_CapstoneSignatures.md — Redguard section (DRAFT); LOCKED rules rules 1-2,source,Copy must say Tu'whacca not Arkay; once/day StorageUtil daily key,,rewards,UNVERIFIED
BC-0427,reward_tier,Redguard,Tu'whacca focused 3-tier,"PDV_Bless_Redguard_Tuwhacca_T1 (ResistMagic 5%), T2 (ResistMagic 8% + HealRateMult 10%), T3 (ResistMagic 10% + HealRateMult 15%) must exist gated on active Tu'whacca focus.",BETA,PDV_RedguardRewardRecords.spec.json § emphasisRewards Tuwhacca entries,esp,,,roster,UNVERIFIED
BC-0428,anti_farm,ALL,Clavicus Vile – favorable bargain,"Clavicus Vile faucet act 'Win a favorable bargain (quest persuade)' must be capped at 1/dawn; must hook specific curated quest persuade-success INFOs, not generic events.",BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Clavicus Vile / Win a favorable bargain,source,,,signals,UNVERIFIED
BC-0429,anti_farm,ALL,Clavicus Vile – Masque,Clavicus Vile faucet act 'Wear the Masque' (OnObjectEquipped of Masque of Clavicus Vile) must be capped at 1/dawn.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Clavicus Vile / Wear the Masque,source,,,signals,UNVERIFIED
BC-0430,anti_farm,ALL,Creed-violation loss medium/major constraint,"Every race's creed-violation loss acts must be medium/major severity only (no petty/ambient penalties); loss deltas must be applied only to negative AwardCuratedSignal calls triggered by authored/curated beats, never ambient events.",BETA,PDV_RaceContractTemplate.md § Creed-violation loss; PDV_Phase2_DeityRoster_and_ArchitectureRulings.md § R8 'creed-violation loss medium/major only',source,Grep AwardCuratedSignal with negative delta per race; confirm each has authored-beat anti-farm guard,,roster,UNVERIFIED
BC-0431,anti_farm,ALL,Dibella – adornment,Dibella faucet act 'Adorn in fine apparel' (OnObjectEquipped of curated fine-apparel/circlet/jewelry FormList) must be capped at 1/dawn.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Dibella / Adorn in fine apparel,source,,,signals,UNVERIFIED
BC-0432,anti_farm,ALL,Dibella – alms,"Dibella faucet act 'Give alms to a beggar' (vanilla Gift of Charity MGEF) must be capped at 1/dawn; vanilla self-gates to once/4 in-game hours, PDV 1/dawn cap sits on top. Shares charity cap with Mara.",BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Dibella / Give alms to a beggar,source,,,signals,UNVERIFIED
BC-0433,anti_farm,ALL,Dibella – marriage,Dibella faucet act 'Marry/court' (PlayerMarried event or marriage-quest completion) must be capped at 1/ever (one-shot per character).,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Dibella / Marry/court,source,,,signals,UNVERIFIED
BC-0434,anti_farm,ALL,Hermaeus Mora,Hermaeus Mora commitment signals must be Black Book/Apocrypha-anchored; Khajiit legibility (Hermorah cultural recognition) must not lower the commitment threshold or replace lunar substrate baseline.,BETA,PDV_DaedricRacePrinceMatrix.csv Hermaeus Mora Notes 'Khajiit legibility does not mean baseline replacement of lunar order',source,Hermaeus Mora commitment signal source is DA04 stage 100 / Black Book acceptance; no race-specific threshold reduction for Khajiit,,daedric,UNVERIFIED
BC-0435,anti_farm,ALL,Hermaeus Mora – Black Books,Hermaeus Mora faucet act 'Read a Black Book' must be capped at 1/book (one-shot per distinct Black Book formKey per character); must not double-fire with any BookRead quest-stage receiver (pick one owner per the exclusion audit).,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Hermaeus Mora / Read a Black Book,source,Verify PDV_Phase20_QuestStageExclusionAudit entry for Black Book formKeys — single owner rule.,,signals,UNVERIFIED
BC-0436,anti_farm,ALL,Hermaeus Mora – rare tomes,Hermaeus Mora faucet act 'Study rare/forbidden tomes' (OnRead of curated rare-lore FormList) must be capped at 1/dawn.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Hermaeus Mora / Study rare/forbidden tomes,source,,,signals,UNVERIFIED
BC-0437,anti_farm,ALL,Mephala,"Mephala must not be flattened into generic stealth behavior; commitment signals must be web-building/betrayal-threshold events, not generic sneak or lockpick acts.",BETA,PDV_DaedricRacePrinceMatrix.csv Mephala Notes 'Do not flatten Mephala into generic stealth behavior',source,Mephala commitment signal source is DA08 stage 60 / Ebony Blade threshold; no generic sneak skill-use hook,,daedric,UNVERIFIED
BC-0438,anti_farm,ALL,Meridia,Meridia commitment signals must be anchored to The Break of Dawn quest outcome and Dawnbreaker service; generic undead kills must not function as a devotion faucet before or after commitment gate.,BETA,PDV_DaedricBatch0_D18ProofLedger.md 'Prove tolerated stigma behavior and prevent generic undead farming before any promotion'; PDV_DaedricRacePrinceMatrix.csv Meridia VanillaHookPriority,source,"Meridia commitment signal source is DA09 stage 500, not generic actor kill events",,daedric,UNVERIFIED
BC-0439,anti_farm,ALL,Namira – corpse-feed,Namira faucet act 'Feed on a corpse' (Ring of Namira Feed lesser-power) must be capped at 1/dawn; Ring must be equipped.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Namira / Feed on a corpse,source,PDV__ManagerQuest.psc or faucet handler: Namira cannibalism cap = 1/dawn.,,signals,UNVERIFIED
BC-0440,anti_farm,ALL,Namira – eat human flesh,Namira faucet act 'Eat Human Flesh' (OnObjectEquipped of vanilla HumanFlesh/heart FormList) must be capped at 1/dawn and must share the cannibalism cap with corpse-feed (no double-banking).,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Namira / Eat Human Flesh,source,,,signals,UNVERIFIED
BC-0441,anti_farm,ALL,Nocturnal,Nocturnal commitment must distinguish Rajhin and Baan Dar (native Khajiit/Bosmer trickster lanes) from Nocturnal; Nocturnal commitment via TG09 must not route through or credit native trickster behaviors.,BETA,PDV_DaedricRacePrinceMatrix.csv Nocturnal Notes 'Keep Rajhin and Baan Dar distinct from Nocturnal',source,No signal event shared between Nocturnal commitment source and any native trickster path signal; Nocturnal source is TG09 only,,daedric,UNVERIFIED
BC-0442,anti_farm,ALL,Peryite – disease,Peryite faucet act 'Bear an untreated disease' (player afflicted-state poll) must be capped at 1/dawn; curing disease must NOT score for Peryite.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Peryite / Bear an untreated disease,source,,,signals,UNVERIFIED
BC-0443,anti_farm,ALL,Peryite – Spellbreaker,Peryite faucet act 'Ward with Spellbreaker' (Block event while Spellbreaker is equipped) must be capped at 1/dawn.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Peryite / Ward with Spellbreaker,source,,,signals,UNVERIFIED
BC-0444,anti_farm,ALL,Repeated act anti-farm,Every signal source with a repeatable mechanic must have an anti-farm cap on the PIETY pulse (not just substrate): ritual/practice acts should be once-per-dawn-cycle; other acts must use daily caps or cooldowns as documented per race.,BETA,Memory: anti-farm-cap-requirement.md — every signal needs anti-farm cap on the PIETY pulse,source,ScoreAction implementations: check daily-cap or cooldown flag per signal,,race-sheets,UNVERIFIED
BC-0445,anti_farm,ALL,Sanguine,Sanguine commitment signals must not be generic tavern-visit or drink events; the path must be intentionally unreliable and not become a routine faucet through ordinary indulgence behavior.,BETA,"PDV_DaedricRacePrinceMatrix.csv Sanguine Notes 'Important to keep from becoming generic go to tavern, gain devotion'",source,"Sanguine commitment signal source is DA14 stage 200, not generic drink/tavern events",,daedric,UNVERIFIED
BC-0446,anti_farm,ALL,Sanguine – drink alcohol,Sanguine faucet act 'Drink alcohol' (OnObjectEquipped of curated alcohol ALCH FormList) must be capped at 1/dawn.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Sanguine / Drink alcohol,source,,,signals,UNVERIFIED
BC-0447,anti_farm,ALL,Sanguine – Sanguine Rose,Sanguine faucet act 'Summon with the Sanguine Rose' (OnSpellCast/staff-fire) must be capped at 1/dawn.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Sanguine / Summon with the Sanguine Rose,source,,,signals,UNVERIFIED
BC-0448,anti_farm,ALL,Shared broad worship cap,"All broad/pre-commitment worship must be capped at Tier 2 (Faithful); Tier 3 (Devoted) must be reachable only through primary patron/path commitment for pantheon races, or appropriate deep commitment for closed-system and layered races.",BETA,Devotion_Races_Overview.md — How Devotion Works (All Races) / Broad vs Focused worship,source,ProcessDawn() tier-cap check: broad worship cannot push above tier 2,,race-sheets,UNVERIFIED
BC-0449,anti_farm,ALL,Vaermina,"Vaermina commitment signals must be quest/threshold-anchored (Waking Nightmare, Skull of Corruption); ordinary sleep must not be a devotion source faucet.",BETA,PDV_DaedricBatch0_D18ProofLedger.md Vaermina row 'Keep hooks quest/threshold anchored so ordinary sleep is not a source faucet',source,Vaermina signal source is DA16 stage 190 / Skull of Corruption quest outcome; no sleep-event hook registered as a commitment signal,,daedric,UNVERIFIED
BC-0450,anti_farm,ALL,Vaermina – Skull of Corruption,Vaermina faucet act 'Harvest dreams (Skull of Corruption)' (OnSpellCast of the Skull) must be capped at 1/dawn.,BETA,PDV_QuestReactionMatrix_PartD_ThinGodFaucets.csv – Vaermina / Harvest dreams,source,,,signals,UNVERIFIED
BC-0451,anti_farm,Argonian,Argonian dawn Hist decay floor and cadence limits,"Dawn Hist decay must only trigger after three days without valid maintenance, applying -1 per dawn; non-curse floor is 20; bed-of-choice cadence requires three qualifying sleeps in a rolling 30-day window with light People decay only on missed cadence.",BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Argonian, Needs verifier/proof",source,PDV_Substrate_ArgonianHist dawn decay handler; PDV.Substrate.ArgonianHist.* keys,,rewards,UNVERIFIED
BC-0452,anti_farm,Argonian,Argonian Void signal anti-farm,"Void/Sithis signal anti-farm must use three-signal threshold (VoidActivationSignalsRequired=3), one-shot markers per source, and ConsumeDailyRepeatMultiplier (oncePerDayKey PDV.Signal.ArgonianVoidSignal); the universal piety pulse on this route goes to PDV_Deity_Hist, not Sithis.",BETA,PDV_ArgonianRewardRecords.spec.json § doubleRoute Void signal act,source,Grep HandleArgonianVoidSignal; confirm Hist pulse not Sithis pulse; VoidActivationSignalsRequired=3,,roster,UNVERIFIED
BC-0453,anti_farm,Bosmer,Bandit Road reversal seven-day cooldown,Bosmer Bandit Road luck reversal carries a seven-day cooldown; no repeating the reversal in rapid succession.,BETA,"PDV_RaceEffectReviewLedger.md — Bosmer active-path baseline, conditions and cadence",source,,,rewards,UNVERIFIED
BC-0454,anti_farm,Bosmer,Bosmer path switching destination-gated,Bosmer path switching must be destination-gated: Living Story requires one strong signal; Exchange/BanditRoad require two signal days in seven; Old Contract requires three Pact-positive days and one re-entry cycle.,BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Bosmer, Needs verifier/proof",source,,,rewards,UNVERIFIED
BC-0455,anti_farm,Bosmer,GPC consumption tracking,"GreenPactCompliance must own a keyword/tag system for plant-based consumables; base/DLC plant food must have curated FormList coverage for GPC negative scoring, while plant potions, ingredients, and wood/lumber surfaces remain expanded-tag work.",BETA,PDV_RaceDesign_Bosmer.md - Implementation flags / GreenPactCompliance tagging,data,"PDV_FLST_GreenPact_PlantFoods contains the 25 Authoria/Requiem baseline plant-food FormKeys; expanded tags remain future",,race-sheets,READBACK-PARTIAL
BC-0456,anti_farm,Bosmer,Green Pact positive weighting (not a compliance ledger),"Green Pact must be implemented as modest positive weighting outside Old Contract; item-level Green Pact punishment must stay OldContract-gated and curated, with no broad plant detection; Old Contract pact violation reuses existing HandleGreenPactViolation + AdjustBosmerGreenPactCompliance(-15) model.",BETA,PDV_BosmerRewardRecords.spec.json greenPactHandling policy; rejectedHooks broad plant detection without reliable item evidence,source,"Grep AdjustBosmerGreenPactCompliance; confirm OldContract-only gate; check PDV_FLST_GreenPact_PlantFoods baseline",,roster,READBACK-PARTIAL
BC-0457,anti_farm,Bosmer,Z'en – Reciprocity family shared cap,Z1 and Z2 signals for Bosmer Exchange must share a single PDV_FavorFamily_ZenReciprocity daily cap of 1.5; together they must not exceed one default day's contribution without allowing either to be farmed independently.,BETA,PDV_TriggerTopups_Exchange_KnightsRoad.md – A. Bosmer – Anti-farm,source,Family keyword PDV_FavorFamily_ZenReciprocity daily cap = 1.5.,,signals,UNVERIFIED
BC-0458,anti_farm,Breton,Knight's Road – Justice family shared cap,"Knight's Road Justice family K1 and K2 signals must share PDV_FavorFamily_KnightJustice daily cap of 1.5; sneak-kills excluded from scoring to block stealth-archer farming; predatory-faction gate blocks scoring innocents, guards, or animals.",BETA,PDV_TriggerTopups_Exchange_KnightsRoad.md – B. Breton – Anti-farm,source,Family keyword PDV_FavorFamily_KnightJustice daily cap = 1.5; sneak-kill exclusion logic.,,signals,UNVERIFIED
BC-0459,anti_farm,Khajiit,Road-home circuit,Road-home piety must require cycling between 2-3 player-designated rest anchors over time; repeating the same camp/bed/outdoor rest does NOT count as road-home cadence; the devotional act is the circuit.,BETA,PDV_RaceDesign_Khajiit.md — Road-home cadence (LOCKED),source,PDV.Substrate.KhajiitLunar.RoadHomeCount + anchor cycling validation,,race-sheets,UNVERIFIED
BC-0460,anti_farm,Khajiit,Road-home circuit must require 2-3 anchor cycling,"Khajiit road-home reward must require a real 2-3 point circuit with cycling validation; repeating one convenient camp, bed, or outdoor sleep must not award road-home credit.",BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Khajiit, Change; PDV_RaceEffectReviewLedger.md — Khajiit lunar baseline, rejected hooks",source,PDV.Substrate.KhajiitLunar.* road-home circuit keys; cycling validation; no credit for repeat single location,,rewards,UNVERIFIED
BC-0461,anti_farm,Nord,Nord dawn-only offer gate with cooldown,"Nord patron offers must be gated to dawn only: piety threshold, two signal days in seven, pantheon eligibility, cooldown, and one offer maximum must all be enforced.",BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Nord, Needs verifier/proof",source,,,rewards,UNVERIFIED
BC-0462,anti_farm,Orc,Orc forge quality/context gate,"Orc forge/craft rewards must require quality, value, context, or commission; raw crafting count must never become the Orc piety loop; day caps or major-beat requirements must be enforced.",BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Orc, Change; PDV_RaceEffectReviewLedger.md — Orc life-mode baseline, rejected hooks",source,,,rewards,UNVERIFIED
BC-0463,anti_farm,Redguard,HoonDing weekly cap enforced,HoonDing activation must be weekly-capped; only curated major milestones/named bosses or proof-tested odds detection may trigger it; generic combat is rejected.,BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Redguard, Needs verifier/proof",source,"StorageUtil weekly key for HoonDing; rejected: generic combat, fast travel, generic gold",,rewards,UNVERIFIED
BC-0464,anti_farm,Redguard,Redguard sect switching gates,"Crown/Forebear sect switching requires two sect-coded signal days in seven; Ash'abah requires a major death, undead, tomb, funerary, or impurity burden signal; generic undead spam and fast travel are rejected.",BETA,"PDV_RaceRewardBudgetLedger.md — Focused Pass: Redguard, Needs verifier/proof",source,,,rewards,UNVERIFIED
BC-0465,neglect,ALL,All 16 Daedric Princes,Per-Prince stigma must decay at 1 point/day via the once-per-day Phase 17 decay guards; full Notorious (100) must clear to Latent over a meaningfully long in-game span without accelerating rites.,BETA,PDV_Daedric_DecisionPacket_CAT4.md D-15.3 'Decay: slow linear abstention decay of 1 stigma/day',source,PDV__ManagerQuest or DaedricPathBase decay handler decrements PDV.Daedric.<Prince>.Stigma by 1 once per dawn cycle; no same-day double-tick,,daedric,UNVERIFIED
BC-0466,neglect,ALL,All 16 Daedric Princes,"When a path first reaches Champion tier, a one-way WasChampion flag (PDV.Daedric.<Prince>.WasChampion=true) must be set and must not be cleared by stigma decay, cure, or rites.",BETA,PDV_Daedric_DecisionPacket_CAT4.md D-15.3 'Residue: WasChampion one-way dialogue flag',source,StorageUtil.SetIntValue key 'PDV.Daedric.<Prince>.WasChampion' set to 1 on Champion entry; no code path clears it,,daedric,UNVERIFIED
BC-0467,neglect,ALL,neglect active cap,At most 3 per-deity neglect effects may be active simultaneously; manager selects the lowest-piety eligible deities at dawn; broad worship suppresses all per-deity neglect effects,BETA,PDV_Architecture_v3.md §14.4 Locked neglect defaults,source,PDV__ManagerQuest.psc RunDawnApplySpellAndNeglectLayers: NEGLECT_ACTIVE_CAP = 3; broad worship check clears all neglect flags,,surfacing,UNVERIFIED
BC-0468,neglect,ALL,neglect dawn ownership,Neglect eligibility lives on deity records but activation must be dawn-owned by PDV__ManagerQuest; no deity may activate its own neglect effect independently,BETA,PDV_Architecture_v3.md §14.2 Where neglect lives,source,No PDV_DeityBase.psc or concrete deity script calls AddSpell/ApplySpell for its own NeglectEffect; only PDV__ManagerQuest.RunDawnApplySpellAndNeglectLayers does,,surfacing,UNVERIFIED
