id,surface,race,target,tier,verify_layer,verdict,detail,requirement,authority
BC-0630,surfacing,ALL,Surfacing must be quiet unless event is exceptional,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Reward surfacing notifications must be quiet unless the event is exceptional; constant notifications weaken immersion even when the hook is valid.,"PDV_RaceRewardBudgetLedger.md -- Immersion Budget Rules, rule 6"
BC-0632,surfacing,ALL,Survey/MCM effect copy must be fiction-facing not debug,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Survey/MCM copy must explain the active reward state in fiction-facing terms without turning effect mechanics into debug counters; no raw piety numbers in player-facing reward text.,"PDV_RaceEffectReviewLedger.md -- Review Rules; PDV_RaceRewardBudgetLedger.md -- Immersion Budget Rules, rule 6"
BC-0633,surfacing,ALL,tier transition,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Tier-up notifications (Observant and Faithful broad-worship milestones) must fire once per direction per save as Medium Notifications with a Prisma tier toast; Devoted crossing is surfaced by the emergence class only, not tier, to prevent double-fire",PDV_Architecture_v3.md Section16.7 table row tier; PDV_TransitionSurfacing_CoverageMap.md Section1 and Devoted/emergence reconciliation
BC-0638,surfacing,Altmer,Lorkhan obviousness rule,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"If a player would not reasonably understand the theological meaning, must NOT penalize silently; either reject the signal or surface a first-time Altmer-interpretation notification (e.g. 'You feel the old dissonance: this rite honors the mortal world Lorkhan made').",PDV_RaceDesign_Altmer.md -- Obviousness rule
BC-0640,surfacing,Altmer,reorientation -- N/A,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Altmer has no reorientation surface (pantheon/path chosen at start and locked; patron swap deferred past 1.0); wiring must have no reorientation SurfaceTransition call for Altmer,PDV_TransitionSurfacing_CoverageMap.md Section4 -- Altmer/Dunmer/Nord N/A row
BC-0643,surfacing,Argonian,emergence transition -- N/A,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Argonian has no single patron to emerge (three always-on Hist/People/Void layers); no emergence SurfaceTransition must fire for Argonian,PDV_TransitionSurfacing_CoverageMap.md Section2 emergence table -- Argonian N/A
BC-0645,surfacing,Argonian,reorientation -- N/A,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Argonian has no player-chosen reorientation surface (Hist posture changes are driven by curse/neglect and already covered by those classes); no reorientation SurfaceTransition must fire for Argonian,PDV_TransitionSurfacing_CoverageMap.md Section4 -- Argonian N/A row
BC-0648,surfacing,Bosmer,emergence transition -- N/A,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Bosmer has no emergence surface per the coverage matrix; path changes are reorientation events, not emergence; no emergence SurfaceTransition must fire for Bosmer",PDV_TransitionSurfacing_CoverageMap.md Section2 emergence table -- Bosmer N/A
BC-0649,surfacing,Bosmer,neglect transition,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Bosmer must surface neglect tier-drop lapses (Observant_Lapse, Faithful_Lapse, Devoted_Lapse, GreenPact_Lapse) and per-path texture rows ({OldContract,LivingStory,Exchange,BanditRoad}_NeglectTexture) once per tier-drop with recovery re-arm",PDV_TransitionSurfacing_CoverageMap.md Section5 neglect table -- Bosmer row
BC-0655,surfacing,Breton,neglect transition,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Breton must surface neglect tier-drop lapses (Observant_Lapse, Faithful_Lapse, Devoted_Lapse) and per-tradition texture rows ({KnightsRoad,HiddenArt,GreenWay}_NeglectTexture) once per tier-drop with recovery re-arm",PDV_TransitionSurfacing_CoverageMap.md Section5 neglect table -- Breton row
BC-0662,surfacing,Dunmer,neglect transition,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Dunmer must surface neglect tier-drop lapses (GoodDaedra_ObservantLapse, GoodDaedra_FaithfulLapse, Focus_DevotedLapse) and three layer texture rows (Layer1_AshPrayerQuiet, Layer2_GoodDaedraThin, Layer3_FocusFading at manifest :580-582) once per tier-drop with recovery re-arm",PDV_TransitionSurfacing_CoverageMap.md Section5 neglect table -- Dunmer row; PDV_RaceContent_Manifest.md:580-582
BC-0663,surfacing,Dunmer,reorientation -- N/A,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Dunmer has no reorientation surface (path chosen at start and locked); no reorientation SurfaceTransition call must fire for Dunmer,PDV_TransitionSurfacing_CoverageMap.md Section4 -- Altmer/Dunmer/Nord N/A row
BC-0675,surfacing,Khajiit,reorientation -- N/A,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Khajiit has no reorientation surface (silent focus shift is covered by emergence); no reorientation SurfaceTransition must fire for Khajiit,PDV_TransitionSurfacing_CoverageMap.md Section4 -- Khajiit N/A row
BC-0686,surfacing,Orc,neglect transition,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Orc must surface neglect tier-drop lapses (Malacath_ObservantLapse, Malacath_FaithfulLapse, Malacath_DevotedLapse) and thematic texture rows (Forge, CityQuality, LegionErasure, OathBroken NeglectTexture) once per tier-drop with recovery re-arm",PDV_TransitionSurfacing_CoverageMap.md Section5 neglect table -- Orc row
BC-0692,surfacing,Redguard,neglect transition,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Redguard must surface neglect tier-drop lapses (Observant_Lapse, Faithful_Lapse, Devoted_Lapse) and per-sect and ancestor-layer texture rows ({AncestorLayer,Crown,Forebear,AshAbah}_NeglectTexture) once per tier-drop with recovery re-arm",PDV_TransitionSurfacing_CoverageMap.md Section5 neglect table -- Redguard row
BC-0697,other,ALL,All 16 Daedric Princes,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"D-15 stigma model, D-16 curse-access template, D-17 authoring order, and D-18 content-ready definition are locked in PDV_Architecture_v3.md Section 11.6 and must not be re-opened without explicit architecture decision; all authoring must conform to these locked decisions.","PDV_Daedric_DecisionPacket_CAT4.md Ratification checklist; PDV_DaedricContent_Manifest.md 'Locked: curse-access template (D-16), authoring order (D-17), content-ready definition (D-18)'"
BC-0700,other,ALL,All 16 Daedric Princes,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"D-13 mixed recovery default: exiting a Daedric path uses mixed recovery (cure starts recovery, rites/authored beats complete it); neither instant full restoration nor permanent mechanical penalty is the default.",PDV_Daedric_DecisionPacket_CAT4.md 'Recovery: closed by D-13 (mixed recovery default)'
BC-0715,other,ALL,D-17 Daedric authoring order,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"The 15 non-pilot Princes must be authored in template-variation proof batches: first batch Azura/Vaermina/Meridia/Molag Bal to prove all four template shapes, then remaining Princes in batches by template type.",PDV_Architecture_v3.md Section11.6 D-17
BC-0716,other,ALL,D-18 Per-Prince content-ready definition,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"A Prince is content-ready for the 20C gate only when all Section 6 row types are authored, matrix fidelity matches PDV_DaedricRacePrinceMatrix.csv, hook source is named, pdv_content_verify is clean with no race-manifest slot collision, and firing-density sanity paragraph is present.",PDV_Architecture_v3.md Section11.6 D-18
BC-0725,other,ALL,Fallback-floor T3 capstone binding (Phase 2 static gate),BETA,esp,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,All ten races must have fallback-floor T3 capstone records present in the framework ESP before external beta; no race may ship without a functional capstone floor even where the preferred fiddly detection is absent.,PDV_Architecture_v3.md Sectionv3.85 addendum; references/authoring/PDV_Phase2_CapstoneSignatures.md
BC-0727,other,ALL,Framework ESP monolithic through 1.0,BETA,esp,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,The race ESP split (one ESP per race) must remain deferred through 1.0; the framework stays monolithic.,PDV_Architecture_v3.md Section4 v3 subsystem map row 18
BC-0731,other,ALL,Lorkhan family,BETA,esp,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Shor, Sep, Lorkhaj, and Lorkhan must remain as separate culturally specific records; do not collapse them into one row even where theology overlaps.",PDV_Architecture_v3.md Section3.3 Contested lore items
BC-0736,other,ALL,No beta-feel claim until all ten races + sixteen Princes,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,No beta-feel readiness claim may be made until all ten playable races plus all sixteen Skyrim-present Daedric Princes are represented in the readiness evidence.,references/authoring/PDV_PreBetaRaceGateLedger.md Global Stop Conditions
BC-0738,other,ALL,No Daedric runtime promotion without D-18 + CAT-6 + runtime proof,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"No Daedric runtime promotion wave may proceed until the locked D-18 per-Prince content-ready checklist, CAT-6 target readback, and runtime/display proof are complete for the relevant Prince.",references/authoring/PDV_PreBetaRaceGateLedger.md Global Stop Conditions (Daedric 20C)
BC-0739,other,ALL,No external beta until race Pass/Conditional,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,No external race playfeel testing may begin until the race records Pass or a scoped Conditional verdict in PDV_PreBetaRaceGateLedger.md.,references/authoring/PDV_PreBetaRaceGateLedger.md Global Stop Conditions
BC-0740,other,ALL,No scan-only quest source promotion,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,No scan-only quest candidate may be promoted to a live FormList source without explicit quest/stage/outcome readback approval per PDV_Phase20_AllRaceSourceCuration_Runbook.md.,references/authoring/PDV_PreBetaRaceGateLedger.md Global Stop Conditions
BC-0745,other,ALL,Quest-reaction matrix calibration,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Quest-reaction matrix cell counts are LOCKED as authored; pacing is tuned later via milestone VALUE changes only, never by re-editing milestone counts.",AGENTS.md memory/quest-reaction-matrix-calibration.md; PDV_Architecture_v3.md Sectionv3.91 current addendum
BC-0755,other,Altmer,Trinimac / Altmer path,BETA,data,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Trinimac must be included as an Altmer-native specialist worship target for martial virtue, civilisational defence, and Thalmor Orthodox play; it may only be made content-ready when the Thalmor Orthodox Altmer lane is being built.",PDV_Architecture_v3.md Section3.3 Contested lore items
BC-0764,other,Orc,Malacath / Mauloch dual classification,BETA,esp,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Malacath must be dual-coded: Daedric Prince for non-Orsimer taxonomy, Orsimer ancestor/core god as Mauloch for Orc handling; stigma and rivalry logic must branch by race.",PDV_Architecture_v3.md Section3.3 Contested lore items
BC-0765,other,Orc,Trinimac / Orc path,BETA,esp,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"For Orcs, Trinimac must remain TABOO fringe pressure only; it must not be a normal Orc core path or fourth Orc lane.",PDV_Architecture_v3.md Section3.3 Contested lore items
BC-0261,record_flag,Redguard,PDV_Deity_Arkay Redguard stance reconciliation (infra only),BETA,esp,WAIVED,missing: RouteDunmerAsh | TELEMETRY-STUB (no piety sink within depth 2): RouteRedguardAshAbahDeathDuty [WAIVED: Contract invented function names (RouteDunmerAsh],PDV_Deity_Arkay (Imperial-owned) must have Stance_Redguard added via --reconcile-shared-deity as fallback death-rite infrastructure only; Redguard worship piety must NOT route to Arkay; Survey/copy must say Tu'whacca.,PDV_RedguardRewardRecords.spec.json Section reusedDeities Arkay entry
BC-0485,neglect,Nord,PDV_SPEL_Neglect_Kyne (reused),BETA,esp,WAIVED,missing: PDV_SPEL_Neglect_Nord [WAIVED: Negative assertion: the requirement is that PDV_SPEL_Neglect_Nord must NOT exist (Nord reuses PDV_SPEL_Neglect_Kyne],PDV_SPEL_Neglect_Kyne (existing wired neglect spell) must be reused for Nord; no new Nord neglect spell must be created for Shor/Tsun/Stuhn or the Nine Divines lane.,PDV_NordRewardRecords.spec.json Section neglect designNote
BC-0053,signal_channel,Breton,Knight's Road - Justice family (K2: charity/aid),FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.",Breton Knight's Road must have bonus topper signal K2 for charity and aid (curated vanilla beggar-dialogue Adjust; quest-resolution Adjust on no-reward favors); shares the 1.5/day cap.,PDV_TriggerTopups_Exchange_KnightsRoad.md - B. Breton - Knight's Road: the Justice family - K2
BC-0081,signal_channel,Khajiit,Caravan commerce anti-farm,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.","Buying or selling with Khajiit caravan merchants (Ma'dran, Ri'saad, Ahkari, Khaara) must use a daily cap per caravan encounter; NPC schedules must be accounted for (signal fires per caravan encounter, not per dialogue line).",PDV_RaceDesign_Khajiit.md -- Signal Examples / caravan commerce + Implementation flags
BC-0159,part_b_profile,Argonian,Tier B enrichment (deferred custom ritual hooks),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Custom Argonian ritual hooks (meditation at specific locations, ritual behavior) are deferred to post-launch enrichment; vanilla core must be built and assessed first; do not build custom content infrastructure in 1.0.",PDV_RaceDesign_Argonian.md -- Implementation flags / Tier B enrichment
BC-0164,part_b_profile,Breton,Vigilant pressure extension (WitchcraftExposure),FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.","A light Vigilant pressure encounter inspired by the disabled Daedric-artifact confrontation is OPTIONAL for 1.0: if built, gate behind Known or Notorious, require recent major occult signal, use long cooldowns, one-shot pressure only. Do not use vanilla crime-gold bounty for WitchcraftExposure.",PDV_RaceDesign_Breton.md -- Hidden Art: strong 1.0 hooks (Vigilant pressure extension note)
BC-0179,part_b_profile,Orc,Trinimac (non-standard),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",Trinimac must NOT be implemented as a normal player-selectable Orc path in 4E 201; may be available as a rare exceptional ideological pressure or fringe alternative only; it is not a core Orc lane in 1.0.,PDV_RaceDesign_Orc.md -- Trinimac (LOCKED as non-standard)
BC-0180,part_b_profile,Redguard,Ash'abah social stigma content,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.",Ash'abah social stigma (Redguard NPC reaction lines + status text conditioned on Ash'abah state) may ship as a light authored layer for 1.0 if custom dialogue is in scope; must NOT use service penalties; full dynamic social treatment is post-1.0.,PDV_RaceDesign_Redguard.md -- Build-facing hook table / Ash'abah social stigma
BC-0269,reward_tier,ALL,Azura,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","Azura must have authored and CAT-6-promoted boon SPELs at Seeker (ResistMagic +5), Devoted (MagickaRateMult +8), and Champion (MagickaRateMult +12) tiers with matching MGEF records.","PDV_DaedricPrinceRecordContracts.json, Azura boons array; PDV_DaedricContent_Manifest.md Section 7.1"
BC-0271,reward_tier,ALL,Boethiah,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","Boethiah must have authored and CAT-6-promoted boon SPELs at Seeker (PDV_Bless_Daedric_Boethiah_Seeker), Devoted (PDV_Bless_Daedric_Boethiah_Devoted), and Champion (PDV_Bless_Daedric_Boethiah_Champion) tiers with matching MGEF records.","PDV_DaedricPrinceRecordContracts.json, Boethiah boons array; PDV_DaedricContent_Manifest.md Section 6.2"
BC-0281,reward_tier,ALL,Mephala,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","Mephala must have authored and CAT-6-promoted boon SPELs at Seeker (Sneak +5), Devoted (Pickpocket +8), and Champion (Pickpocket +12) tiers.","PDV_DaedricPrinceRecordContracts.json, Mephala boons array; PDV_DaedricContent_Manifest.md Section 7.2"
BC-0282,reward_tier,ALL,Meridia,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","Meridia must have authored and CAT-6-promoted boon SPELs at Seeker (Restoration +5), Devoted (ResistDisease +8), and Champion (ResistDisease +12) tiers with tolerated stigma class (PDV_GLO_Daedric_Meridia_Stigma).","PDV_DaedricPrinceRecordContracts.json, Meridia boons/stigmaClass; PDV_DaedricContent_Manifest.md Section 7.4"
BC-0283,reward_tier,ALL,Molag Bal,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","Molag Bal must have authored and CAT-6-promoted boon SPELs at Seeker (Speechcraft +5), Devoted (Illusion +8), and Champion (Illusion +12) tiers; stigmaClass must be Curse-access, not Standard.","PDV_DaedricPrinceRecordContracts.json, Molag Bal boons/stigmaClass; PDV_DaedricContent_Manifest.md Section 7.15"
BC-0286,reward_tier,ALL,Reward surfacing boundary (non-voiced V1),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Reward text must surface only through spell/effect descriptions, Survey/status, notifications, message boxes, MCM, books/notes, shrine/service gates, or Prisma; no voiced dialogue in V1.",PDV_Phase20_RewardRecordContracts.json -- dialogueBoundary field
BC-0287,reward_tier,ALL,T2 and T3 reward records gate,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Reward tuning or tier expansion beyond the current all-race T1 contract is blocked until each race has a completed row in PDV_RaceEffectReviewLedger.md naming floor effect family, ceiling effect family, magnitude range, conditions, grant/removal owner, stack cap, Survey copy, rejected hooks, curse/Daedric interaction, and manual feel note.",PDV_RaceEffectReviewLedger.md -- Holistic Review Hook section and Review Rules
BC-0288,reward_tier,ALL,Vaermina,FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","Vaermina must have authored and CAT-6-promoted boon SPELs at Seeker (Illusion +5), Devoted (Sneak +8), and Champion (Sneak +12) tiers.","PDV_DaedricPrinceRecordContracts.json, Vaermina boons array"
BC-0305,reward_tier,Argonian,Community Champion,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.","Saxhleel Bond: helping Argonians gives doubled piety at Devoted; friendly Argonian follower/story NPC present gives +8 armor rating; maximum recognition at Windhelm Assemblage and Riften Docks (special dialogue, community-elder access).",PDV_RaceDesign_Argonian.md -- Tier 3 / Community Champion
BC-0321,reward_tier,Bosmer,Exchange Tier 3,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.",Balance Restored: completing debt-settling/vengeance/justice quest awards 24h +15% XP gain in one relevant skill; proportionate kill gives minor stamina regen per kill; honest commerce gives brief speech boost; Z'en recognition dialogue in merchant and justice contexts.,PDV_RaceDesign_Bosmer.md -- The Exchange Tier 3
BC-0323,reward_tier,Bosmer,Living Story Tier 3,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.","Storyteller's Weight: special Tier 3 privilege dialogue at memory/history/community nodes; after quest preserving something, brief all-skills minor boost 24h; speech +10% cumulative; community-restoration quests double piety; nature sites give stronger piety.",PDV_RaceDesign_Bosmer.md -- Living Story Tier 3
BC-0346,reward_tier,Dunmer,Mephala Champion,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.",Mephala Tier 3: Thieves Guild membership generates strong piety; protecting Dunmer refugee communities (Grey Quarter) generates maximum piety; information-adjacent acts give 5% bonus gold; poison resistance 20%; special dialogue access in hidden/exile Dunmer communities.,PDV_RaceDesign_Dunmer.md -- Tier 3 Devoted / Mephala focus
BC-0365,reward_tier,Imperial,Talos (Imperial focused),FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.","Tier 3: shout recharge +15% total; in Stormcloak zones or after major defiance acts, brief stamina/health regen surge; at Open Defiant, Thalmor encounters trigger known-defier dialogue flag; defiant worship at hidden shrines generates maximum piety.",PDV_RaceDesign_Imperial.md -- Tier 3 Devoted / Talos
BC-0392,reward_tier,Nord,"Nord spec R5 rework: Shor, Tsun, Stuhn new focusable deities",FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Nord spec R5 must create 3 new deity QUSTs (Shor, Tsun, Stuhn) each with 3 new T1/T2/T3 reward records, plus the corresponding Nord spec rework; existing capstone signatures for these deities are DRAFT pending this rework.",PDV_Phase2_CapstoneSignatures.md -- Nord section note (Flag 2 Nord R5 drift)
BC-0415,reward_tier,Redguard,Ash'abah Champion,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.","Tu'whacca Champion (Ash'abah): after draugr boss/Hall of Dead/necromancer operation completion, 48h Tu'whacca blessing fires (+5 health/stamina/magicka regen per hour); tomb sites give ancestor-presence flavor notification; Hall of Dead NPCs give recognition privilege/special dialogue/free services; undead damage resist 25% cumulative.",PDV_RaceDesign_Redguard.md -- Tier 3 Ash'abah / Tu'whacca Champion
BC-0567,curse_daedric,Breton,Green Way Druidic Trial,FUTURE,source,FUTURE,"1.0/V2 tier; tracked, not gated.","First werewolf transformation for a Green Way Breton must fire a one-time Druidic Trial dialogue: 'beast serves the Green' resumes Y'ffre at full rate (Hircine unavailable) vs 'Hircine's gift' (Druidic fork betrayal pressure begins, Hircine drift starts, WitchcraftExposure rises).",PDV_RaceDesign_Breton.md -- Druidic Trial details (Green Way + Werewolf only)
BC-0608,surfacing,ALL,ASCII text rule,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","All player-facing strings in MCM, dialogue, notifications, books, and message boxes must be ASCII only -- no curly quotes, em dashes, ellipses, bullets, or multibyte punctuation",PDV_Architecture_v3.md Section2 Invariants Section6 Player-facing strings are ASCII; Section25.7
BC-0635,surfacing,ALL,V1 recognition surface (Survey/status text),FUTURE,runtime-status,FUTURE,"1.0/V2 tier; tracked, not gated.",Every race must expose a Champion Survey/status text as the V1 recognition surface at T3; voiced NPC recognition lines are V2-deferred per PDV_RecognitionDialogueScalePacket.md for all races.,PDV_RaceContractTemplate.md Section Surfacing; PDV_ImperialRewardRecords.spec.json Section v1RecognitionSurface; all per-race specs Section v1RecognitionSurface
BC-0668,surfacing,Imperial,Imperial V1 recognition surface,FUTURE,runtime-status,FUTURE,"1.0/V2 tier; tracked, not gated.","Imperial Champion Survey/status text must exist as the V1 recognition surface; civic Survey must report ConcordatStanding band, public/private Talos pressure tilt, repair gate, active patron, and curse posture; voiced NPC recognition is V2-deferred.",PDV_ImperialRewardRecords.spec.json Section v1RecognitionSurface
BC-0701,other,ALL,All 16 Daedric Princes,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","V1 scope is non-voiced only; voiced dialogue, INFO records, scenes, packages, and generated dialogue graph work must not be authored or promoted in the current 1.0 build track.","PDV_DaedricBatch0_D18ProofLedger.md 'V1 remains non-voiced only. Dialogue, INFO, scene, package, and generated dialogue graph work stay out of this packet'"
BC-0702,other,ALL,Altmer Exiled vampire post-vampire flavor,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Post-vampire Exiled Altmer path flavor is classified as enhancement custom content (improves experience, not required for core function) and is explicitly deferred unless the Exiled vampire source/record wiring is runtime-proven first.",PDV_Architecture_v3.md Section21.2 Custom content priority classification (LOCKED)
BC-0705,other,ALL,Arngeir/Kynareth dialogue privilege pilot (V2),FUTURE,esp,FUTURE,"1.0/V2 tier; tracked, not gated.","The Arngeir/Kynareth spoken NPC dialogue recognition for Nord Kyne Champion is deferred to V2; the non-voiced privilege gate (shrine, disposition, threshold) may ship in V1.",PDV_Architecture_v3.md Section9.4 Privilege pilot; Section21.3
BC-0706,other,ALL,Breton full wiring (P2 audit-only lane),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Breton full tradition-track wiring (Knight's Road, Hidden Art, Green Way runtime proof, WitchcraftExposure writes, KnightlyVowIntegrity writes) is deferred until P1 scaling spine (Altmer, Khajiit, Argonian, Orc, Redguard, Bosmer) delivers stack and ceiling evidence.",PDV_TargetEndStates_1.0.md Section1.0 Acceptance Tracker; references/authoring/PDV_PreBetaRaceScalingSpine.md
BC-0708,other,ALL,CAT-6 broad string promotion (beyond pilot),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Mass CAT-6 string promotion and mass recognition must wait until the pilot gate clears: PDV_Bless_Khajiit_Lunar_T1 runtime/Active Effects proof, Survey clarity, stack behavior, and balance feel must all pass.",PDV_TargetEndStates_1.0.md Recognition/dialogue scaling paragraph; references/authoring/PDV_CAT6PromotionPilot.md
BC-0709,other,ALL,Custom race soft-compat hook,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",Custom-race soft-compat hook (allowing a custom race plugin to declare its PDV devotional identity) is deferred post-1.0 unless a concrete patch target appears sooner.,PDV_Architecture_v3.md Section3.2 Architecturally deferred; Section23 post-1.0
BC-0717,other,ALL,D-30 StorageUtil read budget hardening,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",StorageUtil read-budget performance hardening (pantheon-scale FormList iteration cost ceiling) is deferred to post-Phase 12 performance benchmarking; early Pattern Proving traces should inform scope.,PDV_Architecture_v3.md Section24 open decisions D-30
BC-0718,other,ALL,D-31 Phase 21 compat-patch packaging scope,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",D-31 (Phase 21 compat-patch packaging scope) is an open architectural decision deferred past 1.0; the offline patcher manual compat notes and core v3 implementation are current.,PDV_Architecture_v3.md Section24 open decisions D-31
BC-0719,other,ALL,Daedric display polish / final Daedric runtime promotion wave,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","No broad Daedric runtime promotion wave (Active Effects display, save/load, stack/Survey legibility) may be claimed complete until controlled in-game display proof, live organic sender proof, wrong/generic-source silence, and deeper Hircine/Molag Bal curse-access checks pass for each Prince.",PDV_Architecture_v3.md Sectionv3.80 addendum; PDV_TargetEndStates_1.0.md Daedric full-content readiness paragraph
BC-0720,other,ALL,Daedric runtime organic sender proof (all sixteen Princes),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Runtime proof for the sixteen exact organic vanilla quest-stage senders (Boethiah DA02/100, Azura DA01/100, Vaermina DA16/190, Meridia DA09/500, Molag Bal DA10/200, Mephala DA08/60, Malacath DA06/200, Dagon DA07/100, Sheogorath DA15/200, Namira DA11/100, Sanguine DA14/200, Clavicus DA03/200, Hermaeus Mora DA04/100, Nocturnal TG09/200, Peryite DA13/100, Hircine DA05/100) is deferred as future in-game work.",PDV_Architecture_v3.md Sectionv3.90 addendum; PDV_TargetEndStates_1.0.md Daedric full-content readiness
BC-0721,other,ALL,Daedric wrong/generic-source silence proof,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",Wrong-origin and generic-source silence proof for all sixteen Daedric Princes (non-Prince piety sources must not feed Daedric path scoring) is deferred as future in-game evidence.,PDV_Architecture_v3.md Sectionv3.80 addendum; PDV_TargetEndStates_1.0.md
BC-0722,other,ALL,DLL plugins authored by PDV,FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.",PDV must not author any DLL plugins for V1.,PDV_Architecture_v3.md Section21.3 Explicit non-goals for 1.0
BC-0723,other,ALL,Experience Mode (Pilgrim's Path / Wayfarer's Path),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Experience Mode (two-mode difficulty toggle: Pilgrim's Path default, Wayfarer's Path easy) is design-locked but not implemented; it must not ship in 1.0 until PDV_ModePreset, PDV_GLO_Mode, MCM surfacing, manager scalars, ActionRouter cheap-repeatable handling, verifier readback, and two-mode runtime smoke are all complete.",PDV_TargetEndStates_1.0.md Experience Mode paragraph; PDV_Architecture_v3.md Sectionv3.78 addendum
BC-0726,other,ALL,Final world placement (all races),FUTURE,data,FUTURE,"1.0/V2 tier; tracked, not gated.","Final immersive world placement of proof/trigger objects outside QASmoke is deferred for all six Phase 20 proof packets (Altmer, Argonian, Orc, Redguard, Khajiit, Bosmer) and for Breton, Dunmer, Imperial, and Nord; QASmoke placement is proof-of-route only.",PDV_TargetEndStates_1.0.md 1.0 Acceptance Tracker; PDV_Architecture_v3.md Sectionv3.71/v3.75 addenda
