effectId,familyId,lane,class,origin,wired,record,status,detail
csv:Daedric:Meridia:364,Daedric-Meridia|price,Daedric-Meridia,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Molag Bal:333,Daedric-MolagBal|price,Daedric-MolagBal,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Namira:313,Daedric-Namira|price,Daedric-Namira,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Nocturnal:304,Daedric-Nocturnal|price,Daedric-Nocturnal,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Peryite:364,Daedric-Peryite|price,Daedric-Peryite,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Sanguine:304,Daedric-Sanguine|price,Daedric-Sanguine,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Sheogorath:330,Daedric-Sheogorath|price,Daedric-Sheogorath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Clavicus Vile:350,Daedric-ClavicusVile|price,Daedric-ClavicusVile,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Azura:304,Daedric-Azura|price,Daedric-Azura,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Boethiah:350,Daedric-Boethiah|price,Daedric-Boethiah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Malacath:362,Daedric-Malacath|price,Daedric-Malacath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Malacath:364,Daedric-Malacath|price,Daedric-Malacath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Mehrunes Dagon:331,Daedric-MehrunesDagon|price,Daedric-MehrunesDagon,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Mehrunes Dagon:315,Daedric-MehrunesDagon|price,Daedric-MehrunesDagon,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Meridia:304,Daedric-Meridia|price,Daedric-Meridia,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Meridia:303,Daedric-Meridia|price,Daedric-Meridia,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Nocturnal:2,Daedric-Nocturnal|price,Daedric-Nocturnal,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Nocturnal:364,Daedric-Nocturnal|price,Daedric-Nocturnal,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Sanguine:330,Daedric-Sanguine|price,Daedric-Sanguine,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Sanguine:344,Daedric-Sanguine|price,Daedric-Sanguine,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Hircine:304,Daedric-Hircine|price,Daedric-Hircine,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Molag Bal:315,Daedric-MolagBal|price,Daedric-MolagBal,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Namira:333,Daedric-Namira|price,Daedric-Namira,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Namira:315,Daedric-Namira|price,Daedric-Namira,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Sheogorath:344,Daedric-Sheogorath|price,Daedric-Sheogorath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Sheogorath:333,Daedric-Sheogorath|price,Daedric-Sheogorath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Vaermina:333,Daedric-Vaermina|price,Daedric-Vaermina,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Vaermina:332,Daedric-Vaermina|price,Daedric-Vaermina,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Clavicus Vile:330,Daedric-ClavicusVile|price,Daedric-ClavicusVile,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Clavicus Vile:344,Daedric-ClavicusVile|price,Daedric-ClavicusVile,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Clavicus Vile:360,Daedric-ClavicusVile|price,Daedric-ClavicusVile,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Azura:364,Daedric-Azura|price,Daedric-Azura,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Azura:365,Daedric-Azura|price,Daedric-Azura,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Boethiah:351,Daedric-Boethiah|price,Daedric-Boethiah,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Mephala:2,Daedric-Mephala|price,Daedric-Mephala,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Mephala:350,Daedric-Mephala|price,Daedric-Mephala,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Mephala:313,Daedric-Mephala|price,Daedric-Mephala,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Malacath:304,Daedric-Malacath|price,Daedric-Malacath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Malacath:360,Daedric-Malacath|price,Daedric-Malacath,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Hermaeus Mora:315,Daedric-HermaeusMora|price,Daedric-HermaeusMora,price,likes-dislikes-csv,PASS,N/A,PASS,""
csv:Daedric:Hermaeus Mora:351,Daedric-HermaeusMora|price,Daedric-HermaeusMora,price,likes-dislikes-csv,PASS,N/A,PASS,""
PDV_SPEL_Disfavor_SkyStormHunt_Light,Disfavor-SkyStormHunt|disfavor-sting,Disfavor-SkyStormHunt,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_SkyStormHunt_Sharp,Disfavor-SkyStormHunt|disfavor-sting,Disfavor-SkyStormHunt,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_DeathAncestors_Light,Disfavor-DeathAncestors|disfavor-sting,Disfavor-DeathAncestors,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_DeathAncestors_Sharp,Disfavor-DeathAncestors|disfavor-sting,Disfavor-DeathAncestors,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_MercyProtection_Light,Disfavor-MercyProtection|disfavor-sting,Disfavor-MercyProtection,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_MercyProtection_Sharp,Disfavor-MercyProtection|disfavor-sting,Disfavor-MercyProtection,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_WarHonor_Light,Disfavor-WarHonor|disfavor-sting,Disfavor-WarHonor,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_WarHonor_Sharp,Disfavor-WarHonor|disfavor-sting,Disfavor-WarHonor,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_OrderTradeLore_Light,Disfavor-OrderTradeLore|disfavor-sting,Disfavor-OrderTradeLore,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_OrderTradeLore_Sharp,Disfavor-OrderTradeLore|disfavor-sting,Disfavor-OrderTradeLore,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_MoonLuckShadow_Light,Disfavor-MoonLuckShadow|disfavor-sting,Disfavor-MoonLuckShadow,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_MoonLuckShadow_Sharp,Disfavor-MoonLuckShadow|disfavor-sting,Disfavor-MoonLuckShadow,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_VoidSecrets_Light,Disfavor-VoidSecrets|disfavor-sting,Disfavor-VoidSecrets,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Disfavor_VoidSecrets_Sharp,Disfavor-VoidSecrets|disfavor-sting,Disfavor-VoidSecrets,disfavor-sting,dislike-consequence-spec,PASS,PASS,PASS,""
PDV_SPEL_Favor_Kyne_OpenSkyRestRecovery,Favor-Kyne|substrate-favor,Favor-Kyne,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_Kyne_StormRoadGrace,Favor-Kyne|substrate-favor,Favor-Kyne,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_Kyne_GuidedHunt,Favor-Kyne|substrate-favor,Favor-Kyne,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_Kyne_WindMarkedPassage,Favor-Kyne|substrate-favor,Favor-Kyne,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadOldWays_SkyRoadEndurance,Favor-NordBroadOldWays|substrate-favor,Favor-NordBroadOldWays,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadOldWays_HonorableOrdeal,Favor-NordBroadOldWays|substrate-favor,Favor-NordBroadOldWays,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadOldWays_HearthAndHoldDefense,Favor-NordBroadOldWays|substrate-favor,Favor-NordBroadOldWays,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadOldWays_DeathRightAncestorQuiet,Favor-NordBroadOldWays|substrate-favor,Favor-NordBroadOldWays,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadOldWays_HiddenTalosDefiance,Favor-NordBroadOldWays|substrate-favor,Favor-NordBroadOldWays,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadNineDivines_KynarethRoadGrace,Favor-NordBroadNineDivines|substrate-favor,Favor-NordBroadNineDivines,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadNineDivines_HouseholdAndMercyDuty,Favor-NordBroadNineDivines|substrate-favor,Favor-NordBroadNineDivines,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadNineDivines_ProperDeathAndAntiNecromancy,Favor-NordBroadNineDivines|substrate-favor,Favor-NordBroadNineDivines,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadNineDivines_HonestWorkAndLearnedCraft,Favor-NordBroadNineDivines|substrate-favor,Favor-NordBroadNineDivines,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_NordBroadNineDivines_TalosPressureInsideTheNine,Favor-NordBroadNineDivines|substrate-favor,Favor-NordBroadNineDivines,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_Altmer_Shared_DawnSteadiness,Favor-Altmer|substrate-favor,Favor-Altmer,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
PDV_SPEL_Favor_Altmer_Orthodox_CostlyEnforcement,Favor-Altmer|substrate-favor,Favor-Altmer,substrate-favor,manager-favor-property,PASS,PASS,PASS,""
